rho_c	i	phi_1	n0	p	a	r1	teta
10000.000000	0.000000	0.000000	1.350000	0.000028	1.500000	934.140015	3.141518
9751.132220	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9751.132220	0.037694	0.000000	1.350000	0.000029	1.424611	934.140015	3.141512
9624.541245	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9615.848115	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9433.603413	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9433.603413	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9433.603413	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9413.824605	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9413.824605	0.038375	0.000000	1.350000	0.000030	1.423250	934.140015	3.141509
9299.304981	0.037806	0.000000	1.350000	0.000030	1.424389	934.140015	3.141508
9299.304981	0.038051	0.000000	1.350000	0.000030	1.423897	934.140015	3.141508
9302.295378	0.037894	0.000000	1.350000	0.000030	1.424212	934.140015	3.141508
9304.693673	0.036099	0.000000	1.350000	0.000030	1.427803	934.140015	3.141508
9314.055426	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141508
9136.714966	0.038558	0.000000	1.350000	0.000031	1.422883	934.140015	3.141506
9136.714966	0.038907	0.000000	1.350000	0.000031	1.422185	934.140015	3.141506
9136.714966	0.038907	0.000000	1.350000	0.000031	1.422185	934.140015	3.141506
9079.000287	0.038907	0.000000	1.350000	0.000031	1.422185	934.140015	3.141506
9079.000287	0.038907	0.000000	1.350000	0.000031	1.422185	934.140015	3.141506
8947.917878	0.039388	0.000000	1.350000	0.000031	1.421224	934.140015	3.141504
9022.839405	0.039388	0.000000	1.350000	0.000031	1.421224	934.140015	3.141505
9071.894630	0.039229	0.000000	1.350000	0.000031	1.421543	934.140015	3.141505
8950.280150	0.037862	0.000000	1.350000	0.000031	1.424277	934.140015	3.141504
8950.280150	0.037215	0.000000	1.350000	0.000031	1.425569	934.140015	3.141504
8885.947813	0.038650	0.000000	1.350000	0.000032	1.422701	934.140015	3.141504
8754.268778	0.037215	0.000000	1.350000	0.000032	1.425569	934.140015	3.141503
8754.268778	0.037215	0.000000	1.350000	0.000032	1.425569	934.140015	3.141503
8754.268778	0.037266	0.000000	1.350000	0.000032	1.425468	934.140015	3.141503
8754.268778	0.038008	0.000000	1.350000	0.000032	1.423983	934.140015	3.141502
8754.268778	0.036000	0.000000	1.350000	0.000032	1.427999	934.140015	3.141503
8907.035070	0.035898	0.000000	1.350000	0.000032	1.428204	934.140015	3.141504
8822.730250	0.036245	0.000000	1.350000	0.000032	1.427510	934.140015	3.141503
8822.730250	0.036245	0.000000	1.350000	0.000032	1.427510	934.140015	3.141503
8896.127051	0.039525	0.000000	1.350000	0.000032	1.420949	934.140015	3.141504
8869.262239	0.037707	0.000000	1.350000	0.000032	1.424587	934.140015	3.141504
8951.677070	0.041262	0.000000	1.350000	0.000031	1.417476	934.140015	3.141504
8859.629748	0.037314	0.000000	1.350000	0.000032	1.425371	934.140015	3.141504
8717.950982	0.036602	0.000000	1.350000	0.000032	1.426797	934.140015	3.141502
8818.306982	0.036990	0.000000	1.350000	0.000032	1.426020	934.140015	3.141503
8853.546292	0.038151	0.000000	1.350000	0.000032	1.423698	934.140015	3.141503
8853.546292	0.038151	0.000000	1.350000	0.000032	1.423698	934.140015	3.141503
8853.546292	0.038151	0.000000	1.350000	0.000032	1.423698	934.140015	3.141503
8786.202448	0.035259	0.000000	1.350000	0.000032	1.429482	934.140015	3.141503
8738.703905	0.036666	0.000000	1.350000	0.000032	1.426668	934.140015	3.141502
8738.703905	0.037396	0.000000	1.350000	0.000032	1.425208	934.140015	3.141502
8786.202448	0.035119	0.000000	1.350000	0.000032	1.429761	934.140015	3.141503
8806.570658	0.037644	0.000000	1.350000	0.000032	1.424713	934.140015	3.141503
8690.660063	0.036351	0.000000	1.350000	0.000032	1.427298	934.140015	3.141502
8703.404495	0.036887	0.000000	1.350000	0.000032	1.426226	934.140015	3.141502
8703.404495	0.037140	0.000000	1.350000	0.000032	1.425720	934.140015	3.141502
8683.034908	0.037124	0.000000	1.350000	0.000032	1.425752	934.140015	3.141502
8591.313749	0.037124	0.000000	1.350000	0.000033	1.425752	934.140015	3.141501
8703.404495	0.037103	0.000000	1.350000	0.000032	1.425794	934.140015	3.141502
8503.136283	0.035457	0.000000	1.350000	0.000033	1.429087	934.140015	3.141500
8356.236615	0.035457	0.000000	1.350000	0.000034	1.429087	934.140015	3.141498
8232.595941	0.042892	0.000000	1.350000	0.000034	1.414216	934.140015	3.141496
8409.981125	0.035457	0.000000	1.350000	0.000033	1.429087	934.140015	3.141499
8660.253522	0.039160	0.000000	1.350000	0.000032	1.421679	934.140015	3.141501
8555.541351	0.036848	0.000000	1.350000	0.000033	1.426305	934.140015	3.141500
8521.632314	0.036645	0.000000	1.350000	0.000033	1.426711	934.140015	3.141500
8468.861648	0.035549	0.000000	1.350000	0.000033	1.428901	934.140015	3.141500
8467.920418	0.038605	0.000000	1.350000	0.000033	1.422791	934.140015	3.141499
8467.920418	0.038605	0.000000	1.350000	0.000033	1.422791	934.140015	3.141499
8467.920418	0.038574	0.000000	1.350000	0.000033	1.422852	934.140015	3.141499
8467.920418	0.038574	0.000000	1.350000	0.000033	1.422852	934.140015	3.141499
8473.848881	0.038685	0.000000	1.350000	0.000033	1.422631	934.140015	3.141499
8496.644030	0.038912	0.000000	1.350000	0.000033	1.422176	934.140015	3.141500
8416.117525	0.035283	0.000000	1.350000	0.000033	1.429434	934.140015	3.141499
8404.012253	0.036416	0.000000	1.350000	0.000033	1.427167	934.140015	3.141499
8344.198575	0.039394	0.000000	1.350000	0.000034	1.421212	934.140015	3.141498
8274.770282	0.039394	0.000000	1.350000	0.000034	1.421212	934.140015	3.141497
8156.241812	0.034554	0.000000	1.350000	0.000034	1.430892	934.140015	3.141496
8156.241812	0.034017	0.000000	1.350000	0.000034	1.431966	934.140015	3.141496
8156.241812	0.034017	0.000000	1.350000	0.000034	1.431966	934.140015	3.141496
8279.276523	0.039991	0.000000	1.350000	0.000034	1.420018	934.140015	3.141497
8311.029555	0.033944	0.000000	1.350000	0.000034	1.432112	934.140015	3.141498
8311.029555	0.033944	0.000000	1.350000	0.000034	1.432112	934.140015	3.141498
8367.464682	0.037260	0.000000	1.350000	0.000034	1.425481	934.140015	3.141498
8225.509962	0.037397	0.000000	1.350000	0.000034	1.425205	934.140015	3.141497
8225.509962	0.037397	0.000000	1.350000	0.000034	1.425205	934.140015	3.141497
8212.245173	0.038380	0.000000	1.350000	0.000034	1.423239	934.140015	3.141496
8225.509962	0.037397	0.000000	1.350000	0.000034	1.425205	934.140015	3.141497
8225.509962	0.037397	0.000000	1.350000	0.000034	1.425205	934.140015	3.141497
8165.696952	0.037891	0.000000	1.350000	0.000034	1.424218	934.140015	3.141496
8165.696952	0.037891	0.000000	1.350000	0.000034	1.424218	934.140015	3.141496
8165.696952	0.037891	0.000000	1.350000	0.000034	1.424218	934.140015	3.141496
8165.696952	0.039085	0.000000	1.350000	0.000034	1.421831	934.140015	3.141496
8165.696952	0.039085	0.000000	1.350000	0.000034	1.421831	934.140015	3.141496
8156.839336	0.037321	0.000000	1.350000	0.000034	1.425358	934.140015	3.141496
8045.633123	0.035658	0.000000	1.350000	0.000035	1.428684	934.140015	3.141495
8021.212937	0.035658	0.000000	1.350000	0.000035	1.428684	934.140015	3.141494
8021.212937	0.035658	0.000000	1.350000	0.000035	1.428684	934.140015	3.141494
8045.633123	0.036291	0.000000	1.350000	0.000035	1.427419	934.140015	3.141495
8045.633123	0.036951	0.000000	1.350000	0.000035	1.426098	934.140015	3.141495
7989.651520	0.036259	0.000000	1.350000	0.000035	1.427481	934.140015	3.141494
7887.319466	0.035898	0.000000	1.350000	0.000036	1.428205	934.140015	3.141493
7887.319466	0.035898	0.000000	1.350000	0.000036	1.428205	934.140015	3.141493
7887.319466	0.035898	0.000000	1.350000	0.000036	1.428205	934.140015	3.141493
7764.087488	0.036244	0.000000	1.350000	0.000036	1.427512	934.140015	3.141491
7849.836027	0.036052	0.000000	1.350000	0.000036	1.427896	934.140015	3.141492
7849.836027	0.036052	0.000000	1.350000	0.000036	1.427896	934.140015	3.141492
7706.700031	0.036303	0.000000	1.350000	0.000036	1.427395	934.140015	3.141490
7706.700031	0.036303	0.000000	1.350000	0.000036	1.427395	934.140015	3.141490
7706.700031	0.036303	0.000000	1.350000	0.000036	1.427395	934.140015	3.141490
7706.700031	0.037115	0.000000	1.350000	0.000036	1.425770	934.140015	3.141490
7706.700031	0.038037	0.000000	1.350000	0.000036	1.423926	934.140015	3.141490
7706.700031	0.038037	0.000000	1.350000	0.000036	1.423926	934.140015	3.141490
7706.700031	0.038037	0.000000	1.350000	0.000036	1.423926	934.140015	3.141490
7706.700031	0.038037	0.000000	1.350000	0.000036	1.423926	934.140015	3.141490
7706.700031	0.038037	0.000000	1.350000	0.000036	1.423926	934.140015	3.141490
7558.420996	0.035535	0.000000	1.350000	0.000037	1.428930	934.140015	3.141488
7502.002050	0.035535	0.000000	1.350000	0.000037	1.428930	934.140015	3.141488
7378.161529	0.038703	0.000000	1.350000	0.000038	1.422595	934.140015	3.141485
7318.057773	0.038703	0.000000	1.350000	0.000038	1.422595	934.140015	3.141485
7378.161529	0.038703	0.000000	1.350000	0.000038	1.422595	934.140015	3.141485
7370.502726	0.038825	0.000000	1.350000	0.000038	1.422350	934.140015	3.141485
7370.502726	0.038825	0.000000	1.350000	0.000038	1.422350	934.140015	3.141485
7324.793750	0.038703	0.000000	1.350000	0.000038	1.422595	934.140015	3.141485
7242.255928	0.037411	0.000000	1.350000	0.000039	1.425177	934.140015	3.141484
7242.255928	0.037411	0.000000	1.350000	0.000039	1.425177	934.140015	3.141484
7229.814216	0.037829	0.000000	1.350000	0.000039	1.424342	934.140015	3.141483
7207.752436	0.039377	0.000000	1.350000	0.000039	1.421247	934.140015	3.141483
7207.752436	0.039377	0.000000	1.350000	0.000039	1.421247	934.140015	3.141483
7207.752436	0.040248	0.000000	1.350000	0.000039	1.419504	934.140015	3.141483
7207.752436	0.040248	0.000000	1.350000	0.000039	1.419504	934.140015	3.141483
7207.752436	0.040248	0.000000	1.350000	0.000039	1.419504	934.140015	3.141483
7207.752436	0.040170	0.000000	1.350000	0.000039	1.419659	934.140015	3.141483
7207.752436	0.040170	0.000000	1.350000	0.000039	1.419659	934.140015	3.141483
7079.459856	0.039552	0.000000	1.350000	0.000040	1.420896	934.140015	3.141481
6993.356596	0.039552	0.000000	1.350000	0.000040	1.420896	934.140015	3.141479
7170.471065	0.040788	0.000000	1.350000	0.000039	1.418423	934.140015	3.141482
7000.689472	0.040788	0.000000	1.350000	0.000040	1.418423	934.140015	3.141479
7201.127641	0.038058	0.000000	1.350000	0.000039	1.423884	934.140015	3.141483
7201.127641	0.038058	0.000000	1.350000	0.000039	1.423884	934.140015	3.141483
7198.673862	0.036495	0.000000	1.350000	0.000039	1.427010	934.140015	3.141483
7198.673862	0.036495	0.000000	1.350000	0.000039	1.427010	934.140015	3.141483
7032.059548	0.036049	0.000000	1.350000	0.000040	1.427902	934.140015	3.141481
7032.059548	0.036049	0.000000	1.350000	0.000040	1.427902	934.140015	3.141481
7056.535771	0.036228	0.000000	1.350000	0.000040	1.427545	934.140015	3.141481
6913.364719	0.035588	0.000000	1.350000	0.000041	1.428824	934.140015	3.141479
6913.364719	0.035588	0.000000	1.350000	0.000041	1.428824	934.140015	3.141479
6913.364719	0.036456	0.000000	1.350000	0.000041	1.427089	934.140015	3.141479
6882.948879	0.037104	0.000000	1.350000	0.000041	1.425792	934.140015	3.141478
6882.948879	0.037104	0.000000	1.350000	0.000041	1.425792	934.140015	3.141478
6882.948879	0.037104	0.000000	1.350000	0.000041	1.425792	934.140015	3.141478
6771.793329	0.035396	0.000000	1.350000	0.000042	1.429208	934.140015	3.141476
6812.606792	0.036633	0.000000	1.350000	0.000041	1.426734	934.140015	3.141477
6794.490884	0.036633	0.000000	1.350000	0.000041	1.426734	934.140015	3.141477
6789.183224	0.039564	0.000000	1.350000	0.000041	1.420873	934.140015	3.141476
6730.081024	0.036073	0.000000	1.350000	0.000042	1.427855	934.140015	3.141476
6712.551640	0.036173	0.000000	1.350000	0.000042	1.427655	934.140015	3.141475
6613.809087	0.036173	0.000000	1.350000	0.000043	1.427655	934.140015	3.141474
6613.809087	0.036465	0.000000	1.350000	0.000043	1.427071	934.140015	3.141473
6613.809087	0.036465	0.000000	1.350000	0.000043	1.427071	934.140015	3.141473
6613.809087	0.037262	0.000000	1.350000	0.000043	1.425477	934.140015	3.141473
6514.470946	0.036262	0.000000	1.350000	0.000043	1.427475	934.140015	3.141472
6414.164408	0.036262	0.000000	1.350000	0.000044	1.427475	934.140015	3.141470
6414.164408	0.036837	0.000000	1.350000	0.000044	1.426325	934.140015	3.141470
6307.633460	0.036837	0.000000	1.350000	0.000045	1.426325	934.140015	3.141468
6307.633460	0.036837	0.000000	1.350000	0.000045	1.426325	934.140015	3.141468
6307.633460	0.037393	0.000000	1.350000	0.000045	1.425215	934.140015	3.141468
6257.348564	0.035056	0.000000	1.350000	0.000045	1.429887	934.140015	3.141467
6307.633460	0.036837	0.000000	1.350000	0.000045	1.426325	934.140015	3.141468
6307.633460	0.036837	0.000000	1.350000	0.000045	1.426325	934.140015	3.141468
6307.633460	0.036837	0.000000	1.350000	0.000045	1.426325	934.140015	3.141468
6305.590947	0.038031	0.000000	1.350000	0.000045	1.423938	934.140015	3.141467
6305.590947	0.038035	0.000000	1.350000	0.000045	1.423929	934.140015	3.141467
