rho_c	i	phi_1	n0	p	a	r1	teta
10000.000000	0.000000	0.000000	1.350000	0.000028	1.500000	934.140015	3.141518
9784.654840	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9701.922829	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9605.618249	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141510
9605.618249	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141510
9605.618249	0.037921	0.000000	1.350000	0.000029	1.424159	934.140015	3.141510
9428.509286	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9364.312905	0.037023	0.000000	1.350000	0.000030	1.425955	934.140015	3.141508
9271.493273	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141508
9271.493273	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141508
9271.493273	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141508
9271.493273	0.038369	0.000000	1.350000	0.000030	1.423263	934.140015	3.141507
9271.493273	0.038369	0.000000	1.350000	0.000030	1.423263	934.140015	3.141507
9271.493273	0.038369	0.000000	1.350000	0.000030	1.423263	934.140015	3.141507
9204.661508	0.035796	0.000000	1.350000	0.000031	1.428407	934.140015	3.141507
9204.661508	0.037410	0.000000	1.350000	0.000031	1.425181	934.140015	3.141507
9181.593536	0.037676	0.000000	1.350000	0.000031	1.424649	934.140015	3.141507
9132.800681	0.037178	0.000000	1.350000	0.000031	1.425645	934.140015	3.141506
9204.661508	0.037655	0.000000	1.350000	0.000031	1.424690	934.140015	3.141507
9148.347633	0.038223	0.000000	1.350000	0.000031	1.423555	934.140015	3.141506
9078.027682	0.037168	0.000000	1.350000	0.000031	1.425664	934.140015	3.141506
9050.067712	0.037058	0.000000	1.350000	0.000031	1.425884	934.140015	3.141505
9054.575474	0.037058	0.000000	1.350000	0.000031	1.425884	934.140015	3.141506
9054.575474	0.037058	0.000000	1.350000	0.000031	1.425884	934.140015	3.141506
9054.575474	0.038688	0.000000	1.350000	0.000031	1.422624	934.140015	3.141505
9054.575474	0.037292	0.000000	1.350000	0.000031	1.425415	934.140015	3.141505
9054.575474	0.038057	0.000000	1.350000	0.000031	1.423886	934.140015	3.141505
9052.803181	0.038444	0.000000	1.350000	0.000031	1.423111	934.140015	3.141505
9052.803181	0.039141	0.000000	1.350000	0.000031	1.421718	934.140015	3.141505
9052.803181	0.039141	0.000000	1.350000	0.000031	1.421718	934.140015	3.141505
9007.776678	0.037523	0.000000	1.350000	0.000031	1.424954	934.140015	3.141505
8963.748422	0.038254	0.000000	1.350000	0.000031	1.423493	934.140015	3.141504
8963.748422	0.038254	0.000000	1.350000	0.000031	1.423493	934.140015	3.141504
8963.748422	0.038254	0.000000	1.350000	0.000031	1.423493	934.140015	3.141504
8744.647338	0.038254	0.000000	1.350000	0.000032	1.423493	934.140015	3.141502
8734.004614	0.036918	0.000000	1.350000	0.000032	1.426164	934.140015	3.141502
8734.004614	0.036918	0.000000	1.350000	0.000032	1.426164	934.140015	3.141502
8734.004614	0.036918	0.000000	1.350000	0.000032	1.426164	934.140015	3.141502
8770.233194	0.036918	0.000000	1.350000	0.000032	1.426164	934.140015	3.141503
8904.428986	0.037872	0.000000	1.350000	0.000032	1.424256	934.140015	3.141504
8694.724131	0.035297	0.000000	1.350000	0.000032	1.429405	934.140015	3.141502
8833.775258	0.037872	0.000000	1.350000	0.000032	1.424256	934.140015	3.141503
8808.127451	0.035720	0.000000	1.350000	0.000032	1.428560	934.140015	3.141503
8858.373126	0.038838	0.000000	1.350000	0.000032	1.422324	934.140015	3.141503
8833.787591	0.036873	0.000000	1.350000	0.000032	1.426254	934.140015	3.141503
8660.662340	0.038105	0.000000	1.350000	0.000032	1.423789	934.140015	3.141501
8679.306072	0.037096	0.000000	1.350000	0.000032	1.425808	934.140015	3.141502
8818.703635	0.038105	0.000000	1.350000	0.000032	1.423789	934.140015	3.141503
8674.797268	0.038105	0.000000	1.350000	0.000032	1.423789	934.140015	3.141502
8674.797268	0.038105	0.000000	1.350000	0.000032	1.423789	934.140015	3.141502
8674.797268	0.038105	0.000000	1.350000	0.000032	1.423789	934.140015	3.141502
8739.962546	0.037551	0.000000	1.350000	0.000032	1.424898	934.140015	3.141502
8739.962546	0.037551	0.000000	1.350000	0.000032	1.424898	934.140015	3.141502
8739.962546	0.039997	0.000000	1.350000	0.000032	1.420006	934.140015	3.141502
8674.110169	0.037661	0.000000	1.350000	0.000032	1.424677	934.140015	3.141502
8674.110169	0.037661	0.000000	1.350000	0.000032	1.424677	934.140015	3.141502
8674.110169	0.037661	0.000000	1.350000	0.000032	1.424677	934.140015	3.141502
8570.285810	0.037661	0.000000	1.350000	0.000033	1.424677	934.140015	3.141501
8570.285810	0.037661	0.000000	1.350000	0.000033	1.424677	934.140015	3.141501
8753.770130	0.038779	0.000000	1.350000	0.000032	1.422441	934.140015	3.141502
8739.962546	0.036735	0.000000	1.350000	0.000032	1.426529	934.140015	3.141502
8739.962546	0.036735	0.000000	1.350000	0.000032	1.426529	934.140015	3.141502
8602.077639	0.037582	0.000000	1.350000	0.000033	1.424835	934.140015	3.141501
8602.077639	0.038058	0.000000	1.350000	0.000033	1.423884	934.140015	3.141501
8485.714337	0.037198	0.000000	1.350000	0.000033	1.425604	934.140015	3.141500
8373.486943	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141498
8362.117186	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141498
8373.486943	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141498
8235.256943	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141497
8235.256943	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141497
8295.611912	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141498
8295.611912	0.037198	0.000000	1.350000	0.000034	1.425604	934.140015	3.141498
8295.611912	0.037918	0.000000	1.350000	0.000034	1.424163	934.140015	3.141497
8234.898502	0.037301	0.000000	1.350000	0.000034	1.425398	934.140015	3.141497
8136.029418	0.037569	0.000000	1.350000	0.000035	1.424862	934.140015	3.141496
8193.515275	0.037089	0.000000	1.350000	0.000034	1.425822	934.140015	3.141496
8101.941025	0.037723	0.000000	1.350000	0.000035	1.424555	934.140015	3.141495
8101.941025	0.037723	0.000000	1.350000	0.000035	1.424555	934.140015	3.141495
8101.941025	0.037723	0.000000	1.350000	0.000035	1.424555	934.140015	3.141495
8133.603122	0.033764	0.000000	1.350000	0.000035	1.432471	934.140015	3.141496
8133.603122	0.033764	0.000000	1.350000	0.000035	1.432471	934.140015	3.141496
8066.505230	0.036683	0.000000	1.350000	0.000035	1.426634	934.140015	3.141495
8010.704263	0.036683	0.000000	1.350000	0.000035	1.426634	934.140015	3.141494
7943.751003	0.035944	0.000000	1.350000	0.000035	1.428112	934.140015	3.141493
7943.751003	0.035707	0.000000	1.350000	0.000035	1.428586	934.140015	3.141494
8054.212344	0.035707	0.000000	1.350000	0.000035	1.428586	934.140015	3.141495
8100.189578	0.039613	0.000000	1.350000	0.000035	1.420773	934.140015	3.141495
8092.620731	0.040056	0.000000	1.350000	0.000035	1.419889	934.140015	3.141495
8092.620731	0.040056	0.000000	1.350000	0.000035	1.419889	934.140015	3.141495
8031.242642	0.036695	0.000000	1.350000	0.000035	1.426611	934.140015	3.141494
8022.203524	0.036695	0.000000	1.350000	0.000035	1.426611	934.140015	3.141494
7861.119033	0.041274	0.000000	1.350000	0.000036	1.417453	934.140015	3.141492
7924.859449	0.036560	0.000000	1.350000	0.000035	1.426880	934.140015	3.141493
7894.657354	0.035623	0.000000	1.350000	0.000036	1.428754	934.140015	3.141493
7817.068065	0.038962	0.000000	1.350000	0.000036	1.422075	934.140015	3.141491
7817.068065	0.038765	0.000000	1.350000	0.000036	1.422470	934.140015	3.141491
7941.097231	0.037876	0.000000	1.350000	0.000035	1.424249	934.140015	3.141493
7942.813100	0.035840	0.000000	1.350000	0.000035	1.428320	934.140015	3.141493
7850.430966	0.035840	0.000000	1.350000	0.000036	1.428320	934.140015	3.141492
7850.430966	0.035840	0.000000	1.350000	0.000036	1.428320	934.140015	3.141492
7893.602611	0.038998	0.000000	1.350000	0.000036	1.422004	934.140015	3.141492
7826.563796	0.037779	0.000000	1.350000	0.000036	1.424442	934.140015	3.141492
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7683.164280	0.037779	0.000000	1.350000	0.000037	1.424442	934.140015	3.141490
7720.530793	0.043572	0.000000	1.350000	0.000036	1.412856	934.140015	3.141490
7605.625387	0.038558	0.000000	1.350000	0.000037	1.422883	934.140015	3.141489
7599.657070	0.037733	0.000000	1.350000	0.000037	1.424535	934.140015	3.141489
7599.657070	0.037733	0.000000	1.350000	0.000037	1.424535	934.140015	3.141489
7501.464933	0.038307	0.000000	1.350000	0.000037	1.423385	934.140015	3.141487
7566.491195	0.036265	0.000000	1.350000	0.000037	1.427470	934.140015	3.141488
7566.491195	0.036265	0.000000	1.350000	0.000037	1.427470	934.140015	3.141488
7566.491195	0.036653	0.000000	1.350000	0.000037	1.426693	934.140015	3.141488
7531.958646	0.043736	0.000000	1.350000	0.000037	1.412527	934.140015	3.141487
7531.958646	0.043736	0.000000	1.350000	0.000037	1.412527	934.140015	3.141487
7479.799897	0.037219	0.000000	1.350000	0.000038	1.425561	934.140015	3.141487
7350.230836	0.038480	0.000000	1.350000	0.000038	1.423040	934.140015	3.141485
7350.230836	0.038480	0.000000	1.350000	0.000038	1.423040	934.140015	3.141485
