rho_c	i	phi_1	n0	p	a	r1	teta
10000.000000	0.000000	0.000000	1.350000	0.000028	1.500000	934.140015	3.141518
9825.317812	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9693.233917	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9693.233917	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9673.023271	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9562.786799	0.037676	0.000000	1.350000	0.000029	1.424648	934.140015	3.141510
9459.236107	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9459.236107	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141509
9336.399193	0.037676	0.000000	1.350000	0.000030	1.424648	934.140015	3.141508
9227.666647	0.037909	0.000000	1.350000	0.000030	1.424182	934.140015	3.141507
9210.602986	0.037687	0.000000	1.350000	0.000031	1.424625	934.140015	3.141507
9210.602986	0.037687	0.000000	1.350000	0.000031	1.424625	934.140015	3.141507
9272.509140	0.036771	0.000000	1.350000	0.000030	1.426458	934.140015	3.141508
9272.509140	0.037724	0.000000	1.350000	0.000030	1.424552	934.140015	3.141507
9282.674165	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141508
9069.070522	0.036578	0.000000	1.350000	0.000031	1.426843	934.140015	3.141506
8917.358636	0.036578	0.000000	1.350000	0.000032	1.426843	934.140015	3.141504
8917.358636	0.036578	0.000000	1.350000	0.000032	1.426843	934.140015	3.141504
8917.358636	0.037174	0.000000	1.350000	0.000032	1.425651	934.140015	3.141504
8917.358636	0.037874	0.000000	1.350000	0.000032	1.424252	934.140015	3.141504
8843.908427	0.035686	0.000000	1.350000	0.000032	1.428629	934.140015	3.141504
8917.358636	0.036693	0.000000	1.350000	0.000032	1.426614	934.140015	3.141504
8822.648959	0.036421	0.000000	1.350000	0.000032	1.427158	934.140015	3.141503
8863.774108	0.039212	0.000000	1.350000	0.000032	1.421576	934.140015	3.141503
8863.774108	0.039132	0.000000	1.350000	0.000032	1.421736	934.140015	3.141503
8917.358636	0.039896	0.000000	1.350000	0.000032	1.420208	934.140015	3.141504
8917.358636	0.039896	0.000000	1.350000	0.000032	1.420208	934.140015	3.141504
8800.878125	0.039212	0.000000	1.350000	0.000032	1.421576	934.140015	3.141503
8837.817869	0.038636	0.000000	1.350000	0.000032	1.422728	934.140015	3.141503
8891.732054	0.039212	0.000000	1.350000	0.000032	1.421576	934.140015	3.141504
8891.732054	0.039128	0.000000	1.350000	0.000032	1.421745	934.140015	3.141504
8919.107806	0.038215	0.000000	1.350000	0.000032	1.423570	934.140015	3.141504
8830.507227	0.037202	0.000000	1.350000	0.000032	1.425597	934.140015	3.141503
8830.507227	0.037202	0.000000	1.350000	0.000032	1.425597	934.140015	3.141503
8771.173559	0.038085	0.000000	1.350000	0.000032	1.423831	934.140015	3.141503
8815.326469	0.037352	0.000000	1.350000	0.000032	1.425296	934.140015	3.141503
8902.469809	0.037006	0.000000	1.350000	0.000032	1.425989	934.140015	3.141504
