rho_c	i	phi_1	n0	p	a	r1	teta
10000.000000	0.000000	0.000000	1.350000	0.000028	1.500000	934.140015	3.141518
9750.124663	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9640.222951	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9640.222951	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9640.222951	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9559.020682	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141510
9559.020682	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141510
9549.203221	0.037070	0.000000	1.350000	0.000029	1.425861	934.140015	3.141510
9526.090746	0.036880	0.000000	1.350000	0.000030	1.426240	934.140015	3.141510
9470.976343	0.037703	0.000000	1.350000	0.000030	1.424593	934.140015	3.141509
9129.228974	0.000000	0.000000	1.350000	0.000031	1.500000	934.140015	3.141510
9474.998486	0.036783	0.000000	1.350000	0.000030	1.426433	934.140015	3.141509
9361.729550	0.037551	0.000000	1.350000	0.000030	1.424897	934.140015	3.141508
9363.001902	0.038475	0.000000	1.350000	0.000030	1.423050	934.140015	3.141508
9307.773056	0.038475	0.000000	1.350000	0.000030	1.423050	934.140015	3.141508
9323.586346	0.036597	0.000000	1.350000	0.000030	1.426806	934.140015	3.141508
9332.688084	0.038851	0.000000	1.350000	0.000030	1.422298	934.140015	3.141508
9226.936492	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141507
9230.859017	0.036988	0.000000	1.350000	0.000030	1.426023	934.140015	3.141507
9230.859017	0.036916	0.000000	1.350000	0.000030	1.426168	934.140015	3.141507
9230.859017	0.036916	0.000000	1.350000	0.000030	1.426168	934.140015	3.141507
9180.019872	0.036969	0.000000	1.350000	0.000031	1.426062	934.140015	3.141507
9070.373262	0.037500	0.000000	1.350000	0.000031	1.425000	934.140015	3.141506
9070.373262	0.036695	0.000000	1.350000	0.000031	1.426610	934.140015	3.141506
9070.373262	0.036695	0.000000	1.350000	0.000031	1.426610	934.140015	3.141506
9113.286276	0.037008	0.000000	1.350000	0.000031	1.425985	934.140015	3.141506
9113.286276	0.037008	0.000000	1.350000	0.000031	1.425985	934.140015	3.141506
9123.220418	0.040419	0.000000	1.350000	0.000031	1.419162	934.140015	3.141506
9113.286276	0.037494	0.000000	1.350000	0.000031	1.425013	934.140015	3.141506
9044.643318	0.040358	0.000000	1.350000	0.000031	1.419285	934.140015	3.141505
9067.800206	0.037895	0.000000	1.350000	0.000031	1.424209	934.140015	3.141506
9106.937726	0.040766	0.000000	1.350000	0.000031	1.418468	934.140015	3.141506
9059.212797	0.040766	0.000000	1.350000	0.000031	1.418468	934.140015	3.141505
9059.212797	0.040766	0.000000	1.350000	0.000031	1.418468	934.140015	3.141505
8840.840321	0.040766	0.000000	1.350000	0.000032	1.418468	934.140015	3.141503
8840.840321	0.040766	0.000000	1.350000	0.000032	1.418468	934.140015	3.141503
8840.840321	0.040766	0.000000	1.350000	0.000032	1.418468	934.140015	3.141503
8768.516420	0.038094	0.000000	1.350000	0.000032	1.423811	934.140015	3.141503
8647.602537	0.040076	0.000000	1.350000	0.000033	1.419849	934.140015	3.141501
8700.159385	0.040076	0.000000	1.350000	0.000032	1.419849	934.140015	3.141502
8700.159385	0.040076	0.000000	1.350000	0.000032	1.419849	934.140015	3.141502
8678.575484	0.040942	0.000000	1.350000	0.000032	1.418117	934.140015	3.141501
8486.565812	0.037446	0.000000	1.350000	0.000033	1.425108	934.140015	3.141500
8486.565812	0.037446	0.000000	1.350000	0.000033	1.425108	934.140015	3.141500
8458.132917	0.037446	0.000000	1.350000	0.000033	1.425108	934.140015	3.141499
8281.858947	0.038052	0.000000	1.350000	0.000034	1.423895	934.140015	3.141497
8458.132917	0.037446	0.000000	1.350000	0.000033	1.425108	934.140015	3.141499
8458.132917	0.036593	0.000000	1.350000	0.000033	1.426813	934.140015	3.141499
8458.132917	0.036593	0.000000	1.350000	0.000033	1.426813	934.140015	3.141499
8696.583734	0.035516	0.000000	1.350000	0.000032	1.428968	934.140015	3.141502
8658.780621	0.039073	0.000000	1.350000	0.000032	1.421854	934.140015	3.141501
8593.192414	0.039027	0.000000	1.350000	0.000033	1.421946	934.140015	3.141501
8511.292196	0.035516	0.000000	1.350000	0.000033	1.428968	934.140015	3.141500
8728.879902	0.038854	0.000000	1.350000	0.000032	1.422291	934.140015	3.141502
8728.879902	0.039222	0.000000	1.350000	0.000032	1.421556	934.140015	3.141502
8641.992777	0.037883	0.000000	1.350000	0.000033	1.424234	934.140015	3.141501
8575.515201	0.036150	0.000000	1.350000	0.000033	1.427700	934.140015	3.141501
8575.515201	0.036353	0.000000	1.350000	0.000033	1.427294	934.140015	3.141501
8575.515201	0.036353	0.000000	1.350000	0.000033	1.427294	934.140015	3.141501
8595.599942	0.039081	0.000000	1.350000	0.000033	1.421838	934.140015	3.141501
8484.892126	0.038221	0.000000	1.350000	0.000033	1.423559	934.140015	3.141500
8484.892126	0.038221	0.000000	1.350000	0.000033	1.423559	934.140015	3.141500
8484.892126	0.039105	0.000000	1.350000	0.000033	1.421789	934.140015	3.141499
8433.145679	0.039093	0.000000	1.350000	0.000033	1.421813	934.140015	3.141499
8433.145679	0.039093	0.000000	1.350000	0.000033	1.421813	934.140015	3.141499
8286.174820	0.038221	0.000000	1.350000	0.000034	1.423559	934.140015	3.141497
8286.174820	0.038221	0.000000	1.350000	0.000034	1.423559	934.140015	3.141497
8286.174820	0.039349	0.000000	1.350000	0.000034	1.421302	934.140015	3.141497
8286.174820	0.039349	0.000000	1.350000	0.000034	1.421302	934.140015	3.141497
8148.453030	0.037411	0.000000	1.350000	0.000035	1.425179	934.140015	3.141496
8196.351132	0.033887	0.000000	1.350000	0.000034	1.432225	934.140015	3.141497
8114.768782	0.036381	0.000000	1.350000	0.000035	1.427238	934.140015	3.141496
8039.402465	0.037087	0.000000	1.350000	0.000035	1.425826	934.140015	3.141495
8039.402465	0.037191	0.000000	1.350000	0.000035	1.425619	934.140015	3.141494
8039.402465	0.037191	0.000000	1.350000	0.000035	1.425619	934.140015	3.141494
8039.151510	0.037188	0.000000	1.350000	0.000035	1.425625	934.140015	3.141494
8172.360493	0.036943	0.000000	1.350000	0.000034	1.426114	934.140015	3.141496
8286.174820	0.040149	0.000000	1.350000	0.000034	1.419703	934.140015	3.141497
8286.174820	0.039561	0.000000	1.350000	0.000034	1.420878	934.140015	3.141497
8286.174820	0.039728	0.000000	1.350000	0.000034	1.420543	934.140015	3.141497
8403.651864	0.037033	0.000000	1.350000	0.000033	1.425935	934.140015	3.141499
8201.508943	0.036719	0.000000	1.350000	0.000034	1.426562	934.140015	3.141496
8201.508943	0.036719	0.000000	1.350000	0.000034	1.426562	934.140015	3.141496
8201.508943	0.036719	0.000000	1.350000	0.000034	1.426562	934.140015	3.141496
8201.508943	0.036719	0.000000	1.350000	0.000034	1.426562	934.140015	3.141496
8201.508943	0.036719	0.000000	1.350000	0.000034	1.426562	934.140015	3.141496
8257.296206	0.037279	0.000000	1.350000	0.000034	1.425443	934.140015	3.141497
8222.801838	0.037295	0.000000	1.350000	0.000034	1.425410	934.140015	3.141497
8222.801838	0.037295	0.000000	1.350000	0.000034	1.425410	934.140015	3.141497
8189.012158	0.038376	0.000000	1.350000	0.000034	1.423248	934.140015	3.141496
8257.296206	0.037279	0.000000	1.350000	0.000034	1.425443	934.140015	3.141497
8204.769282	0.040382	0.000000	1.350000	0.000034	1.419236	934.140015	3.141496
8144.995562	0.039200	0.000000	1.350000	0.000035	1.421601	934.140015	3.141495
8003.722821	0.040382	0.000000	1.350000	0.000035	1.419236	934.140015	3.141494
8089.915430	0.040382	0.000000	1.350000	0.000035	1.419236	934.140015	3.141495
8089.915430	0.040693	0.000000	1.350000	0.000035	1.418615	934.140015	3.141495
8089.915430	0.040693	0.000000	1.350000	0.000035	1.418615	934.140015	3.141495
8089.915430	0.040693	0.000000	1.350000	0.000035	1.418615	934.140015	3.141495
7999.485123	0.037470	0.000000	1.350000	0.000035	1.425061	934.140015	3.141494
7999.485123	0.037470	0.000000	1.350000	0.000035	1.425061	934.140015	3.141494
7939.228291	0.038117	0.000000	1.350000	0.000035	1.423766	934.140015	3.141493
7939.228291	0.037752	0.000000	1.350000	0.000035	1.424496	934.140015	3.141493
7953.625031	0.039600	0.000000	1.350000	0.000035	1.420800	934.140015	3.141493
7820.433926	0.039274	0.000000	1.350000	0.000036	1.421452	934.140015	3.141491
7953.625031	0.039600	0.000000	1.350000	0.000035	1.420800	934.140015	3.141493
8052.512878	0.037433	0.000000	1.350000	0.000035	1.425133	934.140015	3.141495
8140.245489	0.037480	0.000000	1.350000	0.000035	1.425039	934.140015	3.141496
8145.485373	0.036635	0.000000	1.350000	0.000035	1.426730	934.140015	3.141496
8168.138512	0.037047	0.000000	1.350000	0.000034	1.425907	934.140015	3.141496
8160.050366	0.038192	0.000000	1.350000	0.000034	1.423617	934.140015	3.141496
8100.380283	0.038192	0.000000	1.350000	0.000035	1.423617	934.140015	3.141495
8018.933983	0.038067	0.000000	1.350000	0.000035	1.423866	934.140015	3.141494
8018.933983	0.038067	0.000000	1.350000	0.000035	1.423866	934.140015	3.141494
8064.684342	0.039638	0.000000	1.350000	0.000035	1.420724	934.140015	3.141494
7941.417914	0.039638	0.000000	1.350000	0.000035	1.420724	934.140015	3.141493
7941.417914	0.038722	0.000000	1.350000	0.000035	1.422555	934.140015	3.141493
7985.878605	0.037013	0.000000	1.350000	0.000035	1.425974	934.140015	3.141494
7805.071116	0.036186	0.000000	1.350000	0.000036	1.427628	934.140015	3.141492
7967.246900	0.035213	0.000000	1.350000	0.000035	1.429574	934.140015	3.141494
7967.246900	0.035213	0.000000	1.350000	0.000035	1.429574	934.140015	3.141494
7917.647393	0.035213	0.000000	1.350000	0.000036	1.429574	934.140015	3.141493
7939.024487	0.040521	0.000000	1.350000	0.000035	1.418959	934.140015	3.141493
7939.024487	0.040521	0.000000	1.350000	0.000035	1.418959	934.140015	3.141493
7939.024487	0.040521	0.000000	1.350000	0.000035	1.418959	934.140015	3.141493
7939.024487	0.039533	0.000000	1.350000	0.000035	1.420934	934.140015	3.141493
7808.613207	0.040521	0.000000	1.350000	0.000036	1.418959	934.140015	3.141491
7808.613207	0.040521	0.000000	1.350000	0.000036	1.418959	934.140015	3.141491
7808.613207	0.040521	0.000000	1.350000	0.000036	1.418959	934.140015	3.141491
7808.613207	0.040521	0.000000	1.350000	0.000036	1.418959	934.140015	3.141491
7897.749601	0.041710	0.000000	1.350000	0.000036	1.416580	934.140015	3.141492
7892.789453	0.034425	0.000000	1.350000	0.000036	1.431150	934.140015	3.141493
7892.789453	0.036624	0.000000	1.350000	0.000036	1.426753	934.140015	3.141493
