rho_c	i	phi_1	n0	p	a	r1	teta
10000.000000	0.000000	0.000000	1.350000	0.000028	1.500000	934.140015	3.141518
9786.453763	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9757.150655	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141512
9618.502553	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141511
9549.422987	0.037500	0.000000	1.350000	0.000029	1.425000	934.140015	3.141510
9521.642393	0.037500	0.000000	1.350000	0.000030	1.425000	934.140015	3.141510
9527.990290	0.036962	0.000000	1.350000	0.000030	1.426076	934.140015	3.141510
9457.482245	0.036482	0.000000	1.350000	0.000030	1.427036	934.140015	3.141509
9457.482245	0.036482	0.000000	1.350000	0.000030	1.427036	934.140015	3.141509
9457.482245	0.039147	0.000000	1.350000	0.000030	1.421706	934.140015	3.141509
9389.828023	0.038303	0.000000	1.350000	0.000030	1.423393	934.140015	3.141508
9269.613323	0.036530	0.000000	1.350000	0.000030	1.426940	934.140015	3.141508
9269.613323	0.036530	0.000000	1.350000	0.000030	1.426940	934.140015	3.141508
9260.720026	0.036482	0.000000	1.350000	0.000030	1.427036	934.140015	3.141508
9269.613323	0.037580	0.000000	1.350000	0.000030	1.424840	934.140015	3.141507
9269.613323	0.037580	0.000000	1.350000	0.000030	1.424840	934.140015	3.141507
9234.556246	0.037621	0.000000	1.350000	0.000030	1.424758	934.140015	3.141507
9114.196121	0.037500	0.000000	1.350000	0.000031	1.425000	934.140015	3.141506
9124.049477	0.038368	0.000000	1.350000	0.000031	1.423263	934.140015	3.141506
9124.049477	0.038368	0.000000	1.350000	0.000031	1.423263	934.140015	3.141506
9124.049477	0.038368	0.000000	1.350000	0.000031	1.423263	934.140015	3.141506
9042.876688	0.037521	0.000000	1.350000	0.000031	1.424958	934.140015	3.141505
9042.876688	0.037521	0.000000	1.350000	0.000031	1.424958	934.140015	3.141505
9071.501032	0.037467	0.000000	1.350000	0.000031	1.425066	934.140015	3.141506
8992.447205	0.037669	0.000000	1.350000	0.000031	1.424662	934.140015	3.141505
8875.159545	0.038874	0.000000	1.350000	0.000032	1.422253	934.140015	3.141504
8875.159545	0.038874	0.000000	1.350000	0.000032	1.422253	934.140015	3.141504
8875.159545	0.038874	0.000000	1.350000	0.000032	1.422253	934.140015	3.141504
8875.159545	0.038874	0.000000	1.350000	0.000032	1.422253	934.140015	3.141504
8875.159545	0.038874	0.000000	1.350000	0.000032	1.422253	934.140015	3.141504
8896.284667	0.038204	0.000000	1.350000	0.000032	1.423593	934.140015	3.141504
