r1 void vitreous
165.14000 1.00193 1.35260
165.15000 1.00193 1.35260
165.16000 1.00193 1.35260
165.17000 1.00193 1.35260
165.18000 1.00193 1.35260
165.19000 1.00193 1.35260
165.20000 1.00193 1.35260
165.21000 1.00193 1.35260
165.22000 1.00193 1.35260
165.23000 1.00193 1.35260
165.24000 1.00193 1.35260
165.25000 1.00193 1.35260
165.26000 1.00193 1.35260
165.27000 1.00193 1.35260
165.28000 1.00193 1.35260
165.29000 1.00193 1.35260
165.30000 1.00193 1.35260
165.31000 1.00193 1.35260
165.32000 1.00193 1.35260
165.33000 1.00193 1.35260
165.34000 1.00193 1.35260
165.35000 1.00193 1.35260
165.36000 1.00193 1.35260
165.37000 1.00193 1.35260
165.38000 1.00193 1.35260
165.39000 1.00193 1.35260
165.40000 1.00193 1.35260
165.41000 1.00193 1.35260
165.42000 1.00193 1.35260
165.43000 1.00193 1.35260
165.44000 1.00193 1.35260
165.45000 1.00193 1.35260
165.46000 1.00193 1.35260
165.47000 1.00193 1.35260
165.48000 1.00193 1.35260
165.49000 1.00193 1.35260
165.50000 1.00193 1.35260
165.51000 1.00193 1.35260
165.52000 1.00192 1.35260
165.53000 1.00192 1.35260
165.54000 1.00192 1.35260
165.55000 1.00192 1.35260
165.56000 1.00192 1.35260
165.57000 1.00192 1.35260
165.58000 1.00192 1.35260
165.59000 1.00192 1.35260
165.60000 1.00192 1.35260
165.61000 1.00192 1.35260
165.62000 1.00192 1.35260
165.63000 1.00192 1.35260
165.64000 1.00192 1.35260
165.65000 1.00192 1.35260
165.66000 1.00192 1.35260
165.67000 1.00192 1.35260
165.68000 1.00192 1.35260
165.69000 1.00192 1.35260
165.70000 1.00192 1.35260
165.71000 1.00192 1.35260
165.72000 1.00192 1.35260
165.73000 1.00192 1.35260
165.74000 1.00192 1.35260
165.75000 1.00192 1.35260
165.76000 1.00192 1.35259
165.77000 1.00192 1.35259
165.78000 1.00192 1.35259
165.79000 1.00192 1.35259
165.80000 1.00192 1.35259
165.81000 1.00192 1.35259
165.82000 1.00192 1.35259
165.83000 1.00192 1.35259
165.84000 1.00192 1.35259
165.85000 1.00192 1.35259
165.86000 1.00192 1.35259
165.87000 1.00192 1.35259
165.88000 1.00192 1.35259
165.89000 1.00192 1.35259
165.90000 1.00192 1.35259
165.91000 1.00192 1.35259
165.92000 1.00192 1.35259
165.93000 1.00192 1.35259
165.94000 1.00192 1.35259
165.95000 1.00192 1.35259
165.96000 1.00192 1.35259
165.97000 1.00192 1.35259
165.98000 1.00192 1.35259
165.99000 1.00192 1.35259
166.00000 1.00192 1.35259
166.01000 1.00192 1.35259
166.02000 1.00192 1.35259
166.03000 1.00192 1.35259
166.04000 1.00192 1.35259
166.05000 1.00192 1.35259
166.06000 1.00192 1.35259
166.07000 1.00192 1.35259
166.08000 1.00192 1.35259
166.09000 1.00192 1.35259
166.10000 1.00192 1.35259
166.11000 1.00192 1.35259
166.12000 1.00192 1.35259
166.13000 1.00192 1.35259
166.14000 1.00192 1.35259
166.15000 1.00192 1.35259
166.16000 1.00192 1.35259
166.17000 1.00192 1.35259
166.18000 1.00192 1.35259
166.19000 1.00192 1.35259
166.20000 1.00192 1.35259
166.21000 1.00192 1.35259
166.22000 1.00192 1.35259
166.23000 1.00192 1.35259
166.24000 1.00192 1.35259
166.25000 1.00192 1.35259
166.26000 1.00192 1.35259
166.27000 1.00192 1.35259
166.28000 1.00192 1.35259
166.29000 1.00192 1.35259
166.30000 1.00192 1.35259
166.31000 1.00192 1.35259
166.32000 1.00192 1.35259
166.33000 1.00192 1.35259
166.34000 1.00192 1.35259
166.35000 1.00192 1.35259
166.36000 1.00192 1.35259
166.37000 1.00192 1.35259
166.38000 1.00191 1.35259
166.39000 1.00191 1.35259
166.40000 1.00191 1.35258
166.41000 1.00191 1.35258
166.42000 1.00191 1.35258
166.43000 1.00191 1.35258
166.44000 1.00191 1.35258
166.45000 1.00191 1.35258
166.46000 1.00191 1.35258
166.47000 1.00191 1.35258
166.48000 1.00191 1.35258
166.49000 1.00191 1.35258
166.50000 1.00191 1.35258
166.51000 1.00191 1.35258
166.52000 1.00191 1.35258
166.53000 1.00191 1.35258
166.54000 1.00191 1.35258
166.55000 1.00191 1.35258
166.56000 1.00191 1.35258
166.57000 1.00191 1.35258
166.58000 1.00191 1.35258
166.59000 1.00191 1.35258
166.60000 1.00191 1.35258
166.61000 1.00191 1.35258
166.62000 1.00191 1.35258
166.63000 1.00191 1.35258
166.64000 1.00191 1.35258
166.65000 1.00191 1.35258
166.66000 1.00191 1.35258
166.67000 1.00191 1.35258
166.68000 1.00191 1.35258
166.69000 1.00191 1.35258
166.70000 1.00191 1.35258
166.71000 1.00191 1.35258
166.72000 1.00191 1.35258
166.73000 1.00191 1.35258
166.74000 1.00191 1.35258
166.75000 1.00191 1.35258
166.76000 1.00191 1.35258
166.77000 1.00191 1.35258
166.78000 1.00191 1.35258
166.79000 1.00191 1.35258
166.80000 1.00191 1.35258
166.81000 1.00191 1.35258
166.82000 1.00191 1.35258
166.83000 1.00191 1.35258
166.84000 1.00191 1.35258
166.85000 1.00191 1.35258
166.86000 1.00191 1.35258
166.87000 1.00191 1.35258
166.88000 1.00191 1.35258
166.89000 1.00191 1.35258
166.90000 1.00191 1.35258
166.91000 1.00191 1.35258
166.92000 1.00191 1.35258
166.93000 1.00191 1.35258
166.94000 1.00191 1.35258
166.95000 1.00191 1.35258
166.96000 1.00191 1.35258
166.97000 1.00191 1.35258
166.98000 1.00191 1.35258
166.99000 1.00191 1.35258
167.00000 1.00191 1.35258
167.01000 1.00191 1.35258
167.02000 1.00191 1.35258
167.03000 1.00191 1.35258
167.04000 1.00191 1.35258
167.05000 1.00191 1.35257
167.06000 1.00191 1.35257
167.07000 1.00191 1.35257
167.08000 1.00191 1.35257
167.09000 1.00191 1.35257
167.10000 1.00191 1.35257
167.11000 1.00191 1.35257
167.12000 1.00191 1.35257
167.13000 1.00191 1.35257
167.14000 1.00191 1.35257
167.15000 1.00191 1.35257
167.16000 1.00191 1.35257
167.17000 1.00191 1.35257
167.18000 1.00191 1.35257
167.19000 1.00191 1.35257
167.20000 1.00191 1.35257
167.21000 1.00191 1.35257
167.22000 1.00191 1.35257
167.23000 1.00191 1.35257
167.24000 1.00191 1.35257
167.25000 1.00191 1.35257
167.26000 1.00190 1.35257
167.27000 1.00190 1.35257
167.28000 1.00190 1.35257
167.29000 1.00190 1.35257
167.30000 1.00190 1.35257
167.31000 1.00190 1.35257
167.32000 1.00190 1.35257
167.33000 1.00190 1.35257
167.34000 1.00190 1.35257
167.35000 1.00190 1.35257
167.36000 1.00190 1.35257
167.37000 1.00190 1.35257
167.38000 1.00190 1.35257
167.39000 1.00190 1.35257
167.40000 1.00190 1.35257
167.41000 1.00190 1.35257
167.42000 1.00190 1.35257
167.43000 1.00190 1.35257
167.44000 1.00190 1.35257
167.45000 1.00190 1.35257
167.46000 1.00190 1.35257
167.47000 1.00190 1.35257
167.48000 1.00190 1.35257
167.49000 1.00190 1.35257
167.50000 1.00190 1.35257
167.51000 1.00190 1.35257
167.52000 1.00190 1.35257
167.53000 1.00190 1.35257
167.54000 1.00190 1.35257
167.55000 1.00190 1.35257
167.56000 1.00190 1.35257
167.57000 1.00190 1.35257
167.58000 1.00190 1.35257
167.59000 1.00190 1.35257
167.60000 1.00190 1.35257
167.61000 1.00190 1.35257
167.62000 1.00190 1.35257
167.63000 1.00190 1.35257
167.64000 1.00190 1.35257
167.65000 1.00190 1.35257
167.66000 1.00190 1.35257
167.67000 1.00190 1.35257
167.68000 1.00190 1.35257
167.69000 1.00190 1.35257
167.70000 1.00190 1.35256
167.71000 1.00190 1.35256
167.72000 1.00190 1.35256
167.73000 1.00190 1.35256
167.74000 1.00190 1.35256
167.75000 1.00190 1.35256
167.76000 1.00190 1.35256
167.77000 1.00190 1.35256
167.78000 1.00190 1.35256
167.79000 1.00190 1.35256
167.80000 1.00190 1.35256
167.81000 1.00190 1.35256
167.82000 1.00190 1.35256
167.83000 1.00190 1.35256
167.84000 1.00190 1.35256
167.85000 1.00190 1.35256
167.86000 1.00190 1.35256
167.87000 1.00190 1.35256
167.88000 1.00190 1.35256
167.89000 1.00190 1.35256
167.90000 1.00190 1.35256
167.91000 1.00190 1.35256
167.92000 1.00190 1.35256
167.93000 1.00190 1.35256
167.94000 1.00190 1.35256
167.95000 1.00190 1.35256
167.96000 1.00190 1.35256
167.97000 1.00190 1.35256
167.98000 1.00190 1.35256
167.99000 1.00190 1.35256
168.00000 1.00190 1.35256
168.01000 1.00190 1.35256
168.02000 1.00190 1.35256
168.03000 1.00190 1.35256
168.04000 1.00190 1.35256
168.05000 1.00190 1.35256
168.06000 1.00190 1.35256
168.07000 1.00190 1.35256
168.08000 1.00190 1.35256
168.09000 1.00190 1.35256
168.10000 1.00190 1.35256
168.11000 1.00190 1.35256
168.12000 1.00190 1.35256
168.13000 1.00190 1.35256
168.14000 1.00189 1.35256
168.15000 1.00189 1.35256
168.16000 1.00189 1.35256
168.17000 1.00189 1.35256
168.18000 1.00189 1.35256
168.19000 1.00189 1.35256
168.20000 1.00189 1.35256
168.21000 1.00189 1.35256
168.22000 1.00189 1.35256
168.23000 1.00189 1.35256
168.24000 1.00189 1.35256
168.25000 1.00189 1.35256
168.26000 1.00189 1.35256
168.27000 1.00189 1.35256
168.28000 1.00189 1.35256
168.29000 1.00189 1.35256
168.30000 1.00189 1.35256
168.31000 1.00189 1.35256
168.32000 1.00189 1.35256
168.33000 1.00189 1.35256
168.34000 1.00189 1.35256
168.35000 1.00189 1.35255
168.36000 1.00189 1.35255
168.37000 1.00189 1.35255
168.38000 1.00189 1.35255
168.39000 1.00189 1.35255
168.40000 1.00189 1.35255
168.41000 1.00189 1.35255
168.42000 1.00189 1.35255
168.43000 1.00189 1.35255
168.44000 1.00189 1.35255
168.45000 1.00189 1.35255
168.46000 1.00189 1.35255
168.47000 1.00189 1.35255
168.48000 1.00189 1.35255
168.49000 1.00189 1.35255
168.50000 1.00189 1.35255
168.51000 1.00189 1.35255
168.52000 1.00189 1.35255
168.53000 1.00189 1.35255
168.54000 1.00189 1.35255
168.55000 1.00189 1.35255
168.56000 1.00189 1.35255
168.57000 1.00189 1.35255
168.58000 1.00189 1.35255
168.59000 1.00189 1.35255
168.60000 1.00189 1.35255
168.61000 1.00189 1.35255
168.62000 1.00189 1.35255
168.63000 1.00189 1.35255
168.64000 1.00189 1.35255
168.65000 1.00189 1.35255
168.66000 1.00189 1.35255
168.67000 1.00189 1.35255
168.68000 1.00189 1.35255
168.69000 1.00189 1.35255
168.70000 1.00189 1.35255
168.71000 1.00189 1.35255
168.72000 1.00189 1.35255
168.73000 1.00189 1.35255
168.74000 1.00189 1.35255
168.75000 1.00189 1.35255
168.76000 1.00189 1.35255
168.77000 1.00189 1.35255
168.78000 1.00189 1.35255
168.79000 1.00189 1.35255
168.80000 1.00189 1.35255
168.81000 1.00189 1.35255
168.82000 1.00189 1.35255
168.83000 1.00189 1.35255
168.84000 1.00189 1.35255
168.85000 1.00189 1.35255
168.86000 1.00189 1.35255
168.87000 1.00189 1.35255
168.88000 1.00189 1.35255
168.89000 1.00189 1.35255
168.90000 1.00189 1.35255
168.91000 1.00189 1.35255
168.92000 1.00189 1.35255
168.93000 1.00189 1.35255
168.94000 1.00189 1.35255
168.95000 1.00189 1.35255
168.96000 1.00189 1.35255
168.97000 1.00189 1.35255
168.98000 1.00189 1.35255
168.99000 1.00189 1.35255
169.00000 1.00189 1.35255
169.01000 1.00189 1.35254
169.02000 1.00189 1.35254
169.03000 1.00188 1.35254
169.04000 1.00188 1.35254
169.05000 1.00188 1.35254
169.06000 1.00188 1.35254
169.07000 1.00188 1.35254
169.08000 1.00188 1.35254
169.09000 1.00188 1.35254
169.10000 1.00188 1.35254
169.11000 1.00188 1.35254
169.12000 1.00188 1.35254
169.13000 1.00188 1.35254
169.14000 1.00188 1.35254
169.15000 1.00188 1.35254
169.16000 1.00188 1.35254
169.17000 1.00188 1.35254
169.18000 1.00188 1.35254
169.19000 1.00188 1.35254
169.20000 1.00188 1.35254
169.21000 1.00188 1.35254
169.22000 1.00188 1.35254
169.23000 1.00188 1.35254
169.24000 1.00188 1.35254
169.25000 1.00188 1.35254
169.26000 1.00188 1.35254
169.27000 1.00188 1.35254
169.28000 1.00188 1.35254
169.29000 1.00188 1.35254
169.30000 1.00188 1.35254
169.31000 1.00188 1.35254
169.32000 1.00188 1.35254
169.33000 1.00188 1.35254
169.34000 1.00188 1.35254
169.35000 1.00188 1.35254
169.36000 1.00188 1.35254
169.37000 1.00188 1.35254
169.38000 1.00188 1.35254
169.39000 1.00188 1.35254
169.40000 1.00188 1.35254
169.41000 1.00188 1.35254
169.42000 1.00188 1.35254
169.43000 1.00188 1.35254
169.44000 1.00188 1.35254
169.45000 1.00188 1.35254
169.46000 1.00188 1.35254
169.47000 1.00188 1.35254
169.48000 1.00188 1.35254
169.49000 1.00188 1.35254
169.50000 1.00188 1.35254
169.51000 1.00188 1.35254
169.52000 1.00188 1.35254
169.53000 1.00188 1.35254
169.54000 1.00188 1.35254
169.55000 1.00188 1.35254
169.56000 1.00188 1.35254
169.57000 1.00188 1.35254
169.58000 1.00188 1.35254
169.59000 1.00188 1.35254
169.60000 1.00188 1.35254
169.61000 1.00188 1.35254
169.62000 1.00188 1.35254
169.63000 1.00188 1.35254
169.64000 1.00188 1.35254
169.65000 1.00188 1.35254
169.66000 1.00188 1.35254
169.67000 1.00188 1.35254
169.68000 1.00188 1.35253
169.69000 1.00188 1.35253
169.70000 1.00188 1.35253
169.71000 1.00188 1.35253
169.72000 1.00188 1.35253
169.73000 1.00188 1.35253
169.74000 1.00188 1.35253
169.75000 1.00188 1.35253
169.76000 1.00188 1.35253
169.77000 1.00188 1.35253
169.78000 1.00188 1.35253
169.79000 1.00188 1.35253
169.80000 1.00188 1.35253
169.81000 1.00188 1.35253
169.82000 1.00188 1.35253
169.83000 1.00188 1.35253
169.84000 1.00188 1.35253
169.85000 1.00188 1.35253
169.86000 1.00188 1.35253
169.87000 1.00188 1.35253
169.88000 1.00188 1.35253
169.89000 1.00188 1.35253
169.90000 1.00188 1.35253
169.91000 1.00188 1.35253
169.92000 1.00188 1.35253
169.93000 1.00187 1.35253
169.94000 1.00187 1.35253
169.95000 1.00187 1.35253
169.96000 1.00187 1.35253
169.97000 1.00187 1.35253
169.98000 1.00187 1.35253
169.99000 1.00187 1.35253
170.00000 1.00187 1.35253
170.01000 1.00187 1.35253
170.02000 1.00187 1.35253
170.03000 1.00187 1.35253
170.04000 1.00187 1.35253
170.05000 1.00187 1.35253
170.06000 1.00187 1.35253
170.07000 1.00187 1.35253
170.08000 1.00187 1.35253
170.09000 1.00187 1.35253
170.10000 1.00187 1.35253
170.11000 1.00187 1.35253
170.12000 1.00187 1.35253
170.13000 1.00187 1.35253
170.14000 1.00187 1.35253
170.15000 1.00187 1.35253
170.16000 1.00187 1.35253
170.17000 1.00187 1.35253
170.18000 1.00187 1.35253
170.19000 1.00187 1.35253
170.20000 1.00187 1.35253
170.21000 1.00187 1.35253
170.22000 1.00187 1.35253
170.23000 1.00187 1.35253
170.24000 1.00187 1.35253
170.25000 1.00187 1.35253
170.26000 1.00187 1.35253
170.27000 1.00187 1.35253
170.28000 1.00187 1.35253
170.29000 1.00187 1.35253
170.30000 1.00187 1.35253
170.31000 1.00187 1.35253
170.32000 1.00187 1.35253
170.33000 1.00187 1.35253
170.34000 1.00187 1.35253
170.35000 1.00187 1.35252
170.36000 1.00187 1.35252
170.37000 1.00187 1.35252
170.38000 1.00187 1.35252
170.39000 1.00187 1.35252
170.40000 1.00187 1.35252
170.41000 1.00187 1.35252
170.42000 1.00187 1.35252
170.43000 1.00187 1.35252
170.44000 1.00187 1.35252
170.45000 1.00187 1.35252
170.46000 1.00187 1.35252
170.47000 1.00187 1.35252
170.48000 1.00187 1.35252
170.49000 1.00187 1.35252
170.50000 1.00187 1.35252
170.51000 1.00187 1.35252
170.52000 1.00187 1.35252
170.53000 1.00187 1.35252
170.54000 1.00187 1.35252
170.55000 1.00187 1.35252
170.56000 1.00187 1.35252
170.57000 1.00187 1.35252
170.58000 1.00187 1.35252
170.59000 1.00187 1.35252
170.60000 1.00187 1.35252
170.61000 1.00187 1.35252
170.62000 1.00187 1.35252
170.63000 1.00187 1.35252
170.64000 1.00187 1.35252
170.65000 1.00187 1.35252
170.66000 1.00187 1.35252
170.67000 1.00187 1.35252
170.68000 1.00187 1.35252
170.69000 1.00187 1.35252
170.70000 1.00187 1.35252
170.71000 1.00187 1.35252
170.72000 1.00187 1.35252
170.73000 1.00187 1.35252
170.74000 1.00187 1.35252
170.75000 1.00187 1.35252
170.76000 1.00187 1.35252
170.77000 1.00187 1.35252
170.78000 1.00187 1.35252
170.79000 1.00187 1.35252
170.80000 1.00187 1.35252
170.81000 1.00187 1.35252
170.82000 1.00187 1.35252
170.83000 1.00187 1.35252
170.84000 1.00186 1.35252
170.85000 1.00186 1.35252
170.86000 1.00186 1.35252
170.87000 1.00186 1.35252
170.88000 1.00186 1.35252
170.89000 1.00186 1.35252
170.90000 1.00186 1.35252
170.91000 1.00186 1.35252
170.92000 1.00186 1.35252
170.93000 1.00186 1.35252
170.94000 1.00186 1.35252
170.95000 1.00186 1.35252
170.96000 1.00186 1.35252
170.97000 1.00186 1.35252
170.98000 1.00186 1.35252
170.99000 1.00186 1.35252
171.00000 1.00186 1.35252
171.01000 1.00186 1.35252
171.02000 1.00186 1.35252
171.03000 1.00186 1.35251
171.04000 1.00186 1.35251
171.05000 1.00186 1.35251
171.06000 1.00186 1.35251
171.07000 1.00186 1.35251
171.08000 1.00186 1.35251
171.09000 1.00186 1.35251
171.10000 1.00186 1.35251
171.11000 1.00186 1.35251
171.12000 1.00186 1.35251
171.13000 1.00186 1.35251
171.14000 1.00186 1.35251
171.15000 1.00186 1.35251
171.16000 1.00186 1.35251
171.17000 1.00186 1.35251
171.18000 1.00186 1.35251
171.19000 1.00186 1.35251
171.20000 1.00186 1.35251
171.21000 1.00186 1.35251
171.22000 1.00186 1.35251
171.23000 1.00186 1.35251
171.24000 1.00186 1.35251
171.25000 1.00186 1.35251
171.26000 1.00186 1.35251
171.27000 1.00186 1.35251
171.28000 1.00186 1.35251
171.29000 1.00186 1.35251
171.30000 1.00186 1.35251
171.31000 1.00186 1.35251
171.32000 1.00186 1.35251
171.33000 1.00186 1.35251
171.34000 1.00186 1.35251
171.35000 1.00186 1.35251
171.36000 1.00186 1.35251
171.37000 1.00186 1.35251
171.38000 1.00186 1.35251
171.39000 1.00186 1.35251
171.40000 1.00186 1.35251
171.41000 1.00186 1.35251
171.42000 1.00186 1.35251
171.43000 1.00186 1.35251
171.44000 1.00186 1.35251
171.45000 1.00186 1.35251
171.46000 1.00186 1.35251
171.47000 1.00186 1.35251
171.48000 1.00186 1.35251
171.49000 1.00186 1.35251
171.50000 1.00186 1.35251
171.51000 1.00186 1.35251
171.52000 1.00186 1.35251
171.53000 1.00186 1.35251
171.54000 1.00186 1.35251
171.55000 1.00186 1.35251
171.56000 1.00186 1.35251
171.57000 1.00186 1.35251
171.58000 1.00186 1.35251
171.59000 1.00186 1.35251
171.60000 1.00186 1.35251
171.61000 1.00186 1.35251
171.62000 1.00186 1.35251
171.63000 1.00186 1.35251
171.64000 1.00186 1.35251
171.65000 1.00186 1.35251
171.66000 1.00186 1.35251
171.67000 1.00186 1.35251
171.68000 1.00186 1.35251
171.69000 1.00186 1.35251
171.70000 1.00186 1.35251
171.71000 1.00186 1.35250
171.72000 1.00186 1.35250
171.73000 1.00186 1.35250
171.74000 1.00186 1.35250
171.75000 1.00186 1.35250
171.76000 1.00185 1.35250
171.77000 1.00185 1.35250
171.78000 1.00185 1.35250
171.79000 1.00185 1.35250
171.80000 1.00185 1.35250
171.81000 1.00185 1.35250
171.82000 1.00185 1.35250
171.83000 1.00185 1.35250
171.84000 1.00185 1.35250
171.85000 1.00185 1.35250
171.86000 1.00185 1.35250
171.87000 1.00185 1.35250
171.88000 1.00185 1.35250
171.89000 1.00185 1.35250
171.90000 1.00185 1.35250
171.91000 1.00185 1.35250
171.92000 1.00185 1.35250
171.93000 1.00185 1.35250
171.94000 1.00185 1.35250
171.95000 1.00185 1.35250
171.96000 1.00185 1.35250
171.97000 1.00185 1.35250
171.98000 1.00185 1.35250
171.99000 1.00185 1.35250
172.00000 1.00185 1.35250
172.01000 1.00185 1.35250
172.02000 1.00185 1.35250
172.03000 1.00185 1.35250
172.04000 1.00185 1.35250
172.05000 1.00185 1.35250
172.06000 1.00185 1.35250
172.07000 1.00185 1.35250
172.08000 1.00185 1.35250
172.09000 1.00185 1.35250
172.10000 1.00185 1.35250
172.11000 1.00185 1.35250
172.12000 1.00185 1.35250
172.13000 1.00185 1.35250
172.14000 1.00185 1.35250
172.15000 1.00185 1.35250
172.16000 1.00185 1.35250
172.17000 1.00185 1.35250
172.18000 1.00185 1.35250
172.19000 1.00185 1.35250
172.20000 1.00185 1.35250
172.21000 1.00185 1.35250
172.22000 1.00185 1.35250
172.23000 1.00185 1.35250
172.24000 1.00185 1.35250
172.25000 1.00185 1.35250
172.26000 1.00185 1.35250
172.27000 1.00185 1.35250
172.28000 1.00185 1.35250
172.29000 1.00185 1.35250
172.30000 1.00185 1.35250
172.31000 1.00185 1.35250
172.32000 1.00185 1.35250
172.33000 1.00185 1.35250
172.34000 1.00185 1.35250
172.35000 1.00185 1.35250
172.36000 1.00185 1.35250
172.37000 1.00185 1.35250
172.38000 1.00185 1.35250
172.39000 1.00185 1.35250
172.40000 1.00185 1.35249
172.41000 1.00185 1.35249
172.42000 1.00185 1.35249
172.43000 1.00185 1.35249
172.44000 1.00185 1.35249
172.45000 1.00185 1.35249
172.46000 1.00185 1.35249
172.47000 1.00185 1.35249
172.48000 1.00185 1.35249
172.49000 1.00185 1.35249
172.50000 1.00185 1.35249
172.51000 1.00185 1.35249
172.52000 1.00185 1.35249
172.53000 1.00185 1.35249
172.54000 1.00185 1.35249
172.55000 1.00185 1.35249
172.56000 1.00185 1.35249
172.57000 1.00185 1.35249
172.58000 1.00185 1.35249
172.59000 1.00185 1.35249
172.60000 1.00185 1.35249
172.61000 1.00185 1.35249
172.62000 1.00185 1.35249
172.63000 1.00185 1.35249
172.64000 1.00185 1.35249
172.65000 1.00185 1.35249
172.66000 1.00185 1.35249
172.67000 1.00185 1.35249
172.68000 1.00185 1.35249
172.69000 1.00184 1.35249
172.70000 1.00184 1.35249
172.71000 1.00184 1.35249
172.72000 1.00184 1.35249
172.73000 1.00184 1.35249
172.74000 1.00184 1.35249
172.75000 1.00184 1.35249
172.76000 1.00184 1.35249
172.77000 1.00184 1.35249
172.78000 1.00184 1.35249
172.79000 1.00184 1.35249
172.80000 1.00184 1.35249
172.81000 1.00184 1.35249
172.82000 1.00184 1.35249
172.83000 1.00184 1.35249
172.84000 1.00184 1.35249
172.85000 1.00184 1.35249
172.86000 1.00184 1.35249
172.87000 1.00184 1.35249
172.88000 1.00184 1.35249
172.89000 1.00184 1.35249
172.90000 1.00184 1.35249
172.91000 1.00184 1.35249
172.92000 1.00184 1.35249
172.93000 1.00184 1.35249
172.94000 1.00184 1.35249
172.95000 1.00184 1.35249
172.96000 1.00184 1.35249
172.97000 1.00184 1.35249
172.98000 1.00184 1.35249
172.99000 1.00184 1.35249
173.00000 1.00184 1.35249
173.01000 1.00184 1.35249
173.02000 1.00184 1.35249
173.03000 1.00184 1.35249
173.04000 1.00184 1.35249
173.05000 1.00184 1.35249
173.06000 1.00184 1.35249
173.07000 1.00184 1.35249
173.08000 1.00184 1.35249
173.09000 1.00184 1.35248
173.10000 1.00184 1.35248
173.11000 1.00184 1.35248
173.12000 1.00184 1.35248
173.13000 1.00184 1.35248
173.14000 1.00184 1.35248
173.15000 1.00184 1.35248
173.16000 1.00184 1.35248
173.17000 1.00184 1.35248
173.18000 1.00184 1.35248
173.19000 1.00184 1.35248
173.20000 1.00184 1.35248
173.21000 1.00184 1.35248
173.22000 1.00184 1.35248
173.23000 1.00184 1.35248
173.24000 1.00184 1.35248
173.25000 1.00184 1.35248
173.26000 1.00184 1.35248
173.27000 1.00184 1.35248
173.28000 1.00184 1.35248
173.29000 1.00184 1.35248
173.30000 1.00184 1.35248
173.31000 1.00184 1.35248
173.32000 1.00184 1.35248
173.33000 1.00184 1.35248
173.34000 1.00184 1.35248
173.35000 1.00184 1.35248
173.36000 1.00184 1.35248
173.37000 1.00184 1.35248
173.38000 1.00184 1.35248
173.39000 1.00184 1.35248
173.40000 1.00184 1.35248
173.41000 1.00184 1.35248
173.42000 1.00184 1.35248
173.43000 1.00184 1.35248
173.44000 1.00184 1.35248
173.45000 1.00184 1.35248
173.46000 1.00184 1.35248
173.47000 1.00184 1.35248
173.48000 1.00184 1.35248
173.49000 1.00184 1.35248
173.50000 1.00184 1.35248
173.51000 1.00184 1.35248
173.52000 1.00184 1.35248
173.53000 1.00184 1.35248
173.54000 1.00184 1.35248
173.55000 1.00184 1.35248
173.56000 1.00184 1.35248
173.57000 1.00184 1.35248
173.58000 1.00184 1.35248
173.59000 1.00184 1.35248
173.60000 1.00184 1.35248
173.61000 1.00184 1.35248
173.62000 1.00184 1.35248
173.63000 1.00183 1.35248
173.64000 1.00183 1.35248
173.65000 1.00183 1.35248
173.66000 1.00183 1.35248
173.67000 1.00183 1.35248
173.68000 1.00183 1.35248
173.69000 1.00183 1.35248
173.70000 1.00183 1.35248
173.71000 1.00183 1.35248
173.72000 1.00183 1.35248
173.73000 1.00183 1.35248
173.74000 1.00183 1.35248
173.75000 1.00183 1.35248
173.76000 1.00183 1.35248
173.77000 1.00183 1.35248
173.78000 1.00183 1.35248
173.79000 1.00183 1.35247
173.80000 1.00183 1.35247
173.81000 1.00183 1.35247
173.82000 1.00183 1.35247
173.83000 1.00183 1.35247
173.84000 1.00183 1.35247
173.85000 1.00183 1.35247
173.86000 1.00183 1.35247
173.87000 1.00183 1.35247
173.88000 1.00183 1.35247
173.89000 1.00183 1.35247
173.90000 1.00183 1.35247
173.91000 1.00183 1.35247
173.92000 1.00183 1.35247
173.93000 1.00183 1.35247
173.94000 1.00183 1.35247
173.95000 1.00183 1.35247
173.96000 1.00183 1.35247
173.97000 1.00183 1.35247
173.98000 1.00183 1.35247
173.99000 1.00183 1.35247
174.00000 1.00183 1.35247
174.01000 1.00183 1.35247
174.02000 1.00183 1.35247
174.03000 1.00183 1.35247
174.04000 1.00183 1.35247
174.05000 1.00183 1.35247
174.06000 1.00183 1.35247
174.07000 1.00183 1.35247
174.08000 1.00183 1.35247
174.09000 1.00183 1.35247
174.10000 1.00183 1.35247
174.11000 1.00183 1.35247
174.12000 1.00183 1.35247
174.13000 1.00183 1.35247
174.14000 1.00183 1.35247
174.15000 1.00183 1.35247
174.16000 1.00183 1.35247
174.17000 1.00183 1.35247
174.18000 1.00183 1.35247
174.19000 1.00183 1.35247
174.20000 1.00183 1.35247
174.21000 1.00183 1.35247
174.22000 1.00183 1.35247
174.23000 1.00183 1.35247
174.24000 1.00183 1.35247
174.25000 1.00183 1.35247
174.26000 1.00183 1.35247
174.27000 1.00183 1.35247
174.28000 1.00183 1.35247
174.29000 1.00183 1.35247
174.30000 1.00183 1.35247
174.31000 1.00183 1.35247
174.32000 1.00183 1.35247
174.33000 1.00183 1.35247
174.34000 1.00183 1.35247
174.35000 1.00183 1.35247
174.36000 1.00183 1.35247
174.37000 1.00183 1.35247
174.38000 1.00183 1.35247
174.39000 1.00183 1.35247
174.40000 1.00183 1.35247
174.41000 1.00183 1.35247
174.42000 1.00183 1.35247
174.43000 1.00183 1.35247
174.44000 1.00183 1.35247
174.45000 1.00183 1.35247
