r1 void vitreous
525.53000 1.00061 1.35082
525.54000 1.00061 1.35082
525.55000 1.00061 1.35082
525.56000 1.00061 1.35082
525.57000 1.00061 1.35082
525.58000 1.00061 1.35082
525.59000 1.00061 1.35082
525.60000 1.00061 1.35082
525.61000 1.00061 1.35082
525.62000 1.00061 1.35082
525.63000 1.00061 1.35082
525.64000 1.00061 1.35082
525.65000 1.00061 1.35082
525.66000 1.00061 1.35082
525.67000 1.00061 1.35082
525.68000 1.00061 1.35082
525.69000 1.00061 1.35082
525.70000 1.00061 1.35082
525.71000 1.00061 1.35082
525.72000 1.00061 1.35082
525.73000 1.00061 1.35082
525.74000 1.00061 1.35082
525.75000 1.00061 1.35082
525.76000 1.00061 1.35082
525.77000 1.00061 1.35082
525.78000 1.00061 1.35082
525.79000 1.00061 1.35082
525.80000 1.00061 1.35082
525.81000 1.00061 1.35082
525.82000 1.00061 1.35082
525.83000 1.00061 1.35082
525.84000 1.00061 1.35082
525.85000 1.00061 1.35082
525.86000 1.00061 1.35082
525.87000 1.00061 1.35082
525.88000 1.00061 1.35082
525.89000 1.00061 1.35082
525.90000 1.00061 1.35082
525.91000 1.00061 1.35082
525.92000 1.00061 1.35082
525.93000 1.00061 1.35082
525.94000 1.00061 1.35082
525.95000 1.00061 1.35082
525.96000 1.00061 1.35082
525.97000 1.00061 1.35082
525.98000 1.00061 1.35082
525.99000 1.00061 1.35082
526.00000 1.00061 1.35082
526.01000 1.00061 1.35082
526.02000 1.00061 1.35082
526.03000 1.00061 1.35082
526.04000 1.00061 1.35082
526.05000 1.00061 1.35082
526.06000 1.00061 1.35082
526.07000 1.00061 1.35082
526.08000 1.00061 1.35082
526.09000 1.00061 1.35082
526.10000 1.00061 1.35082
526.11000 1.00061 1.35082
526.12000 1.00061 1.35082
526.13000 1.00061 1.35082
526.14000 1.00061 1.35082
526.15000 1.00061 1.35082
526.16000 1.00061 1.35082
526.17000 1.00061 1.35082
526.18000 1.00061 1.35082
526.19000 1.00061 1.35082
526.20000 1.00061 1.35082
526.21000 1.00061 1.35082
526.22000 1.00061 1.35082
526.23000 1.00061 1.35082
526.24000 1.00061 1.35082
526.25000 1.00061 1.35082
526.26000 1.00061 1.35082
526.27000 1.00061 1.35082
526.28000 1.00061 1.35082
526.29000 1.00061 1.35082
526.30000 1.00060 1.35082
526.31000 1.00060 1.35082
526.32000 1.00060 1.35082
526.33000 1.00060 1.35082
526.34000 1.00060 1.35082
526.35000 1.00060 1.35082
526.36000 1.00060 1.35082
526.37000 1.00060 1.35082
526.38000 1.00060 1.35082
526.39000 1.00060 1.35082
526.40000 1.00060 1.35082
526.41000 1.00060 1.35082
526.42000 1.00060 1.35082
526.43000 1.00060 1.35082
526.44000 1.00060 1.35082
526.45000 1.00060 1.35082
526.46000 1.00060 1.35082
526.47000 1.00060 1.35082
526.48000 1.00060 1.35082
526.49000 1.00060 1.35082
526.50000 1.00060 1.35082
526.51000 1.00060 1.35082
526.52000 1.00060 1.35082
526.53000 1.00060 1.35082
526.54000 1.00060 1.35082
526.55000 1.00060 1.35082
526.56000 1.00060 1.35082
526.57000 1.00060 1.35082
526.58000 1.00060 1.35082
526.59000 1.00060 1.35082
526.60000 1.00060 1.35082
526.61000 1.00060 1.35082
526.62000 1.00060 1.35082
526.63000 1.00060 1.35082
526.64000 1.00060 1.35082
526.65000 1.00060 1.35082
526.66000 1.00060 1.35082
526.67000 1.00060 1.35082
526.68000 1.00060 1.35082
526.69000 1.00060 1.35082
526.70000 1.00060 1.35082
526.71000 1.00060 1.35082
526.72000 1.00060 1.35082
526.73000 1.00060 1.35082
526.74000 1.00060 1.35082
526.75000 1.00060 1.35082
526.76000 1.00060 1.35082
526.77000 1.00060 1.35082
526.78000 1.00060 1.35082
526.79000 1.00060 1.35082
526.80000 1.00060 1.35082
526.81000 1.00060 1.35082
526.82000 1.00060 1.35082
526.83000 1.00060 1.35082
526.84000 1.00060 1.35082
526.85000 1.00060 1.35082
526.86000 1.00060 1.35082
526.87000 1.00060 1.35082
526.88000 1.00060 1.35082
526.89000 1.00060 1.35082
526.90000 1.00060 1.35082
526.91000 1.00060 1.35082
526.92000 1.00060 1.35082
526.93000 1.00060 1.35082
526.94000 1.00060 1.35082
526.95000 1.00060 1.35082
526.96000 1.00060 1.35082
526.97000 1.00060 1.35082
526.98000 1.00060 1.35082
526.99000 1.00060 1.35082
527.00000 1.00060 1.35082
527.01000 1.00060 1.35082
527.02000 1.00060 1.35082
527.03000 1.00060 1.35082
527.04000 1.00060 1.35082
527.05000 1.00060 1.35082
527.06000 1.00060 1.35082
527.07000 1.00060 1.35082
527.08000 1.00060 1.35082
527.09000 1.00060 1.35082
527.10000 1.00060 1.35082
527.11000 1.00060 1.35082
527.12000 1.00060 1.35082
527.13000 1.00060 1.35082
527.14000 1.00060 1.35082
527.15000 1.00060 1.35082
527.16000 1.00060 1.35082
527.17000 1.00060 1.35082
527.18000 1.00060 1.35082
527.19000 1.00060 1.35082
527.20000 1.00060 1.35082
527.21000 1.00060 1.35082
527.22000 1.00060 1.35082
527.23000 1.00060 1.35082
527.24000 1.00060 1.35082
527.25000 1.00060 1.35082
527.26000 1.00060 1.35082
527.27000 1.00060 1.35082
527.28000 1.00060 1.35082
527.29000 1.00060 1.35082
527.30000 1.00060 1.35082
527.31000 1.00060 1.35082
527.32000 1.00060 1.35082
527.33000 1.00060 1.35082
527.34000 1.00060 1.35082
527.35000 1.00060 1.35082
527.36000 1.00060 1.35082
527.37000 1.00060 1.35082
527.38000 1.00060 1.35082
527.39000 1.00060 1.35082
527.40000 1.00060 1.35082
527.41000 1.00060 1.35082
527.42000 1.00060 1.35082
527.43000 1.00060 1.35081
527.44000 1.00060 1.35081
527.45000 1.00060 1.35081
527.46000 1.00060 1.35081
527.47000 1.00060 1.35081
527.48000 1.00060 1.35081
527.49000 1.00060 1.35081
527.50000 1.00060 1.35081
527.51000 1.00060 1.35081
527.52000 1.00060 1.35081
527.53000 1.00060 1.35081
527.54000 1.00060 1.35081
527.55000 1.00060 1.35081
527.56000 1.00060 1.35081
527.57000 1.00060 1.35081
527.58000 1.00060 1.35081
527.59000 1.00060 1.35081
527.60000 1.00060 1.35081
527.61000 1.00060 1.35081
527.62000 1.00060 1.35081
527.63000 1.00060 1.35081
527.64000 1.00060 1.35081
527.65000 1.00060 1.35081
527.66000 1.00060 1.35081
527.67000 1.00060 1.35081
527.68000 1.00060 1.35081
527.69000 1.00060 1.35081
527.70000 1.00060 1.35081
527.71000 1.00060 1.35081
527.72000 1.00060 1.35081
527.73000 1.00060 1.35081
527.74000 1.00060 1.35081
527.75000 1.00060 1.35081
527.76000 1.00060 1.35081
527.77000 1.00060 1.35081
527.78000 1.00060 1.35081
527.79000 1.00060 1.35081
527.80000 1.00060 1.35081
527.81000 1.00060 1.35081
527.82000 1.00060 1.35081
527.83000 1.00060 1.35081
527.84000 1.00060 1.35081
527.85000 1.00060 1.35081
527.86000 1.00060 1.35081
527.87000 1.00060 1.35081
527.88000 1.00060 1.35081
527.89000 1.00060 1.35081
527.90000 1.00060 1.35081
527.91000 1.00060 1.35081
527.92000 1.00060 1.35081
527.93000 1.00060 1.35081
527.94000 1.00060 1.35081
527.95000 1.00060 1.35081
527.96000 1.00060 1.35081
527.97000 1.00060 1.35081
527.98000 1.00060 1.35081
527.99000 1.00060 1.35081
528.00000 1.00060 1.35081
528.01000 1.00060 1.35081
528.02000 1.00060 1.35081
528.03000 1.00060 1.35081
528.04000 1.00060 1.35081
528.05000 1.00060 1.35081
528.06000 1.00060 1.35081
528.07000 1.00060 1.35081
528.08000 1.00060 1.35081
528.09000 1.00060 1.35081
528.10000 1.00060 1.35081
528.11000 1.00060 1.35081
528.12000 1.00060 1.35081
528.13000 1.00060 1.35081
528.14000 1.00060 1.35081
528.15000 1.00060 1.35081
528.16000 1.00060 1.35081
528.17000 1.00060 1.35081
528.18000 1.00060 1.35081
528.19000 1.00060 1.35081
528.20000 1.00060 1.35081
528.21000 1.00060 1.35081
528.22000 1.00060 1.35081
528.23000 1.00060 1.35081
528.24000 1.00060 1.35081
528.25000 1.00060 1.35081
528.26000 1.00060 1.35081
528.27000 1.00060 1.35081
528.28000 1.00060 1.35081
528.29000 1.00060 1.35081
528.30000 1.00060 1.35081
528.31000 1.00060 1.35081
528.32000 1.00060 1.35081
528.33000 1.00060 1.35081
528.34000 1.00060 1.35081
528.35000 1.00060 1.35081
528.36000 1.00060 1.35081
528.37000 1.00060 1.35081
528.38000 1.00060 1.35081
528.39000 1.00060 1.35081
528.40000 1.00060 1.35081
528.41000 1.00060 1.35081
528.42000 1.00060 1.35081
528.43000 1.00060 1.35081
528.44000 1.00060 1.35081
528.45000 1.00060 1.35081
528.46000 1.00060 1.35081
528.47000 1.00060 1.35081
528.48000 1.00060 1.35081
528.49000 1.00060 1.35081
528.50000 1.00060 1.35081
528.51000 1.00060 1.35081
528.52000 1.00060 1.35081
528.53000 1.00060 1.35081
528.54000 1.00060 1.35081
528.55000 1.00060 1.35081
528.56000 1.00060 1.35081
528.57000 1.00060 1.35081
528.58000 1.00060 1.35081
528.59000 1.00060 1.35081
528.60000 1.00060 1.35081
528.61000 1.00060 1.35081
528.62000 1.00060 1.35081
528.63000 1.00060 1.35081
528.64000 1.00060 1.35081
528.65000 1.00060 1.35081
528.66000 1.00060 1.35081
528.67000 1.00060 1.35081
528.68000 1.00060 1.35081
528.69000 1.00060 1.35081
528.70000 1.00060 1.35081
528.71000 1.00060 1.35081
528.72000 1.00060 1.35081
528.73000 1.00060 1.35081
528.74000 1.00060 1.35081
528.75000 1.00060 1.35081
528.76000 1.00060 1.35081
528.77000 1.00060 1.35081
528.78000 1.00060 1.35081
528.79000 1.00060 1.35081
528.80000 1.00060 1.35081
528.81000 1.00060 1.35081
528.82000 1.00060 1.35081
528.83000 1.00060 1.35081
528.84000 1.00060 1.35081
528.85000 1.00060 1.35081
528.86000 1.00060 1.35081
528.87000 1.00060 1.35081
528.88000 1.00060 1.35081
528.89000 1.00060 1.35081
528.90000 1.00060 1.35081
528.91000 1.00060 1.35081
528.92000 1.00060 1.35081
528.93000 1.00060 1.35081
528.94000 1.00060 1.35081
528.95000 1.00060 1.35081
528.96000 1.00060 1.35081
528.97000 1.00060 1.35081
528.98000 1.00060 1.35081
528.99000 1.00060 1.35081
529.00000 1.00060 1.35081
529.01000 1.00060 1.35081
529.02000 1.00060 1.35081
529.03000 1.00060 1.35081
529.04000 1.00060 1.35081
529.05000 1.00060 1.35081
529.06000 1.00060 1.35081
529.07000 1.00060 1.35081
529.08000 1.00060 1.35081
529.09000 1.00060 1.35081
529.10000 1.00060 1.35081
529.11000 1.00060 1.35081
529.12000 1.00060 1.35081
529.13000 1.00060 1.35081
529.14000 1.00060 1.35081
529.15000 1.00060 1.35081
529.16000 1.00060 1.35081
529.17000 1.00060 1.35081
529.18000 1.00060 1.35081
529.19000 1.00060 1.35081
529.20000 1.00060 1.35081
529.21000 1.00060 1.35081
529.22000 1.00060 1.35081
529.23000 1.00060 1.35081
529.24000 1.00060 1.35081
529.25000 1.00060 1.35081
529.26000 1.00060 1.35081
529.27000 1.00060 1.35081
529.28000 1.00060 1.35081
529.29000 1.00060 1.35081
529.30000 1.00060 1.35081
529.31000 1.00060 1.35081
529.32000 1.00060 1.35081
529.33000 1.00060 1.35081
529.34000 1.00060 1.35081
529.35000 1.00060 1.35081
529.36000 1.00060 1.35081
529.37000 1.00060 1.35081
529.38000 1.00060 1.35081
529.39000 1.00060 1.35081
529.40000 1.00060 1.35081
529.41000 1.00060 1.35081
529.42000 1.00060 1.35081
529.43000 1.00060 1.35081
529.44000 1.00060 1.35081
529.45000 1.00060 1.35081
529.46000 1.00060 1.35081
529.47000 1.00060 1.35081
529.48000 1.00060 1.35081
529.49000 1.00060 1.35081
529.50000 1.00060 1.35081
529.51000 1.00060 1.35081
529.52000 1.00060 1.35081
529.53000 1.00060 1.35081
529.54000 1.00060 1.35081
529.55000 1.00060 1.35081
529.56000 1.00060 1.35081
529.57000 1.00060 1.35081
529.58000 1.00060 1.35081
529.59000 1.00060 1.35081
529.60000 1.00060 1.35081
529.61000 1.00060 1.35081
529.62000 1.00060 1.35081
529.63000 1.00060 1.35081
529.64000 1.00060 1.35081
529.65000 1.00060 1.35081
529.66000 1.00060 1.35081
529.67000 1.00060 1.35081
529.68000 1.00060 1.35081
529.69000 1.00060 1.35081
529.70000 1.00060 1.35081
529.71000 1.00060 1.35081
529.72000 1.00060 1.35081
529.73000 1.00060 1.35081
529.74000 1.00060 1.35081
529.75000 1.00060 1.35081
529.76000 1.00060 1.35081
529.77000 1.00060 1.35081
529.78000 1.00060 1.35081
529.79000 1.00060 1.35081
529.80000 1.00060 1.35081
529.81000 1.00060 1.35081
529.82000 1.00060 1.35081
529.83000 1.00060 1.35081
529.84000 1.00060 1.35081
529.85000 1.00060 1.35081
529.86000 1.00060 1.35081
529.87000 1.00060 1.35081
529.88000 1.00060 1.35081
529.89000 1.00060 1.35081
529.90000 1.00060 1.35081
529.91000 1.00060 1.35081
529.92000 1.00060 1.35081
529.93000 1.00060 1.35081
529.94000 1.00060 1.35081
529.95000 1.00060 1.35081
529.96000 1.00060 1.35081
529.97000 1.00060 1.35081
529.98000 1.00060 1.35081
529.99000 1.00060 1.35081
530.00000 1.00060 1.35081
530.01000 1.00060 1.35081
530.02000 1.00060 1.35081
530.03000 1.00060 1.35081
530.04000 1.00060 1.35081
530.05000 1.00060 1.35081
530.06000 1.00060 1.35081
530.07000 1.00060 1.35081
530.08000 1.00060 1.35081
530.09000 1.00060 1.35081
530.10000 1.00060 1.35081
530.11000 1.00060 1.35081
530.12000 1.00060 1.35081
530.13000 1.00060 1.35081
530.14000 1.00060 1.35081
530.15000 1.00060 1.35081
530.16000 1.00060 1.35081
530.17000 1.00060 1.35081
530.18000 1.00060 1.35081
530.19000 1.00060 1.35081
530.20000 1.00060 1.35081
530.21000 1.00060 1.35081
530.22000 1.00060 1.35081
530.23000 1.00060 1.35081
530.24000 1.00060 1.35081
530.25000 1.00060 1.35081
530.26000 1.00060 1.35081
530.27000 1.00060 1.35081
530.28000 1.00060 1.35081
530.29000 1.00060 1.35081
530.30000 1.00060 1.35081
530.31000 1.00060 1.35081
530.32000 1.00060 1.35081
530.33000 1.00060 1.35081
530.34000 1.00060 1.35081
530.35000 1.00060 1.35081
530.36000 1.00060 1.35081
530.37000 1.00060 1.35081
530.38000 1.00060 1.35081
530.39000 1.00060 1.35081
530.40000 1.00060 1.35081
530.41000 1.00060 1.35081
530.42000 1.00060 1.35081
530.43000 1.00060 1.35081
530.44000 1.00060 1.35081
530.45000 1.00060 1.35081
530.46000 1.00060 1.35081
530.47000 1.00060 1.35081
530.48000 1.00060 1.35081
530.49000 1.00060 1.35081
530.50000 1.00060 1.35081
530.51000 1.00060 1.35081
530.52000 1.00060 1.35081
530.53000 1.00060 1.35081
530.54000 1.00060 1.35081
530.55000 1.00060 1.35081
530.56000 1.00060 1.35081
530.57000 1.00060 1.35081
530.58000 1.00060 1.35081
530.59000 1.00060 1.35081
530.60000 1.00060 1.35081
530.61000 1.00060 1.35081
530.62000 1.00060 1.35081
530.63000 1.00060 1.35081
530.64000 1.00060 1.35081
530.65000 1.00060 1.35081
530.66000 1.00060 1.35081
530.67000 1.00060 1.35081
530.68000 1.00060 1.35081
530.69000 1.00060 1.35081
530.70000 1.00060 1.35081
530.71000 1.00060 1.35081
530.72000 1.00060 1.35081
530.73000 1.00060 1.35081
530.74000 1.00060 1.35081
530.75000 1.00060 1.35081
530.76000 1.00060 1.35081
530.77000 1.00060 1.35081
530.78000 1.00060 1.35081
530.79000 1.00060 1.35081
530.80000 1.00060 1.35081
530.81000 1.00060 1.35081
530.82000 1.00060 1.35081
530.83000 1.00060 1.35081
530.84000 1.00060 1.35081
530.85000 1.00060 1.35081
530.86000 1.00060 1.35081
530.87000 1.00060 1.35081
530.88000 1.00060 1.35081
530.89000 1.00060 1.35081
530.90000 1.00060 1.35081
530.91000 1.00060 1.35081
530.92000 1.00060 1.35081
530.93000 1.00060 1.35081
530.94000 1.00060 1.35081
530.95000 1.00060 1.35081
530.96000 1.00060 1.35081
530.97000 1.00060 1.35081
530.98000 1.00060 1.35081
530.99000 1.00060 1.35081
531.00000 1.00060 1.35081
531.01000 1.00060 1.35081
531.02000 1.00060 1.35081
531.03000 1.00060 1.35081
531.04000 1.00060 1.35081
531.05000 1.00060 1.35081
531.06000 1.00060 1.35081
531.07000 1.00060 1.35081
531.08000 1.00060 1.35081
531.09000 1.00060 1.35081
531.10000 1.00060 1.35081
531.11000 1.00060 1.35081
531.12000 1.00060 1.35081
531.13000 1.00060 1.35081
531.14000 1.00060 1.35081
531.15000 1.00060 1.35081
531.16000 1.00060 1.35081
531.17000 1.00060 1.35081
531.18000 1.00060 1.35081
531.19000 1.00060 1.35081
531.20000 1.00060 1.35081
531.21000 1.00060 1.35081
531.22000 1.00060 1.35081
531.23000 1.00060 1.35081
531.24000 1.00060 1.35081
531.25000 1.00060 1.35081
531.26000 1.00060 1.35081
531.27000 1.00060 1.35081
531.28000 1.00060 1.35081
531.29000 1.00060 1.35081
531.30000 1.00060 1.35081
531.31000 1.00060 1.35081
531.32000 1.00060 1.35081
531.33000 1.00060 1.35081
531.34000 1.00060 1.35081
531.35000 1.00060 1.35081
531.36000 1.00060 1.35081
531.37000 1.00060 1.35081
531.38000 1.00060 1.35081
531.39000 1.00060 1.35081
531.40000 1.00060 1.35081
531.41000 1.00060 1.35081
531.42000 1.00060 1.35081
531.43000 1.00060 1.35081
531.44000 1.00060 1.35081
531.45000 1.00060 1.35081
531.46000 1.00060 1.35081
531.47000 1.00060 1.35081
531.48000 1.00060 1.35081
531.49000 1.00060 1.35081
531.50000 1.00060 1.35081
531.51000 1.00060 1.35081
531.52000 1.00060 1.35081
531.53000 1.00060 1.35081
531.54000 1.00060 1.35081
531.55000 1.00060 1.35081
531.56000 1.00060 1.35081
531.57000 1.00060 1.35081
531.58000 1.00060 1.35081
531.59000 1.00060 1.35081
531.60000 1.00060 1.35081
531.61000 1.00060 1.35081
531.62000 1.00060 1.35081
531.63000 1.00060 1.35081
531.64000 1.00060 1.35081
531.65000 1.00060 1.35081
531.66000 1.00060 1.35081
531.67000 1.00060 1.35081
531.68000 1.00060 1.35081
531.69000 1.00060 1.35081
531.70000 1.00060 1.35081
531.71000 1.00060 1.35081
531.72000 1.00060 1.35081
531.73000 1.00060 1.35081
531.74000 1.00060 1.35081
531.75000 1.00060 1.35081
531.76000 1.00060 1.35081
531.77000 1.00060 1.35081
531.78000 1.00060 1.35081
531.79000 1.00060 1.35081
531.80000 1.00060 1.35081
531.81000 1.00060 1.35081
531.82000 1.00060 1.35081
531.83000 1.00060 1.35081
531.84000 1.00060 1.35081
531.85000 1.00060 1.35081
531.86000 1.00060 1.35081
531.87000 1.00060 1.35081
531.88000 1.00060 1.35081
531.89000 1.00060 1.35081
531.90000 1.00060 1.35081
531.91000 1.00060 1.35081
531.92000 1.00060 1.35081
531.93000 1.00060 1.35081
531.94000 1.00060 1.35081
531.95000 1.00060 1.35081
531.96000 1.00060 1.35081
531.97000 1.00060 1.35081
531.98000 1.00060 1.35081
531.99000 1.00060 1.35081
532.00000 1.00060 1.35081
532.01000 1.00060 1.35081
532.02000 1.00060 1.35081
532.03000 1.00060 1.35081
532.04000 1.00060 1.35081
532.05000 1.00060 1.35081
532.06000 1.00060 1.35081
532.07000 1.00060 1.35081
532.08000 1.00060 1.35081
532.09000 1.00060 1.35081
532.10000 1.00060 1.35081
532.11000 1.00060 1.35081
532.12000 1.00060 1.35081
532.13000 1.00060 1.35081
532.14000 1.00060 1.35081
532.15000 1.00060 1.35081
532.16000 1.00060 1.35081
532.17000 1.00060 1.35081
532.18000 1.00060 1.35081
532.19000 1.00060 1.35081
532.20000 1.00060 1.35081
532.21000 1.00060 1.35081
532.22000 1.00060 1.35081
532.23000 1.00060 1.35081
532.24000 1.00060 1.35081
532.25000 1.00060 1.35081
532.26000 1.00060 1.35081
532.27000 1.00060 1.35081
532.28000 1.00060 1.35081
532.29000 1.00060 1.35081
532.30000 1.00060 1.35081
532.31000 1.00060 1.35081
532.32000 1.00060 1.35081
532.33000 1.00060 1.35081
532.34000 1.00060 1.35081
532.35000 1.00060 1.35081
532.36000 1.00060 1.35081
532.37000 1.00060 1.35081
532.38000 1.00060 1.35081
532.39000 1.00060 1.35081
532.40000 1.00060 1.35081
532.41000 1.00060 1.35081
532.42000 1.00060 1.35081
532.43000 1.00060 1.35081
532.44000 1.00060 1.35081
532.45000 1.00060 1.35081
532.46000 1.00060 1.35081
532.47000 1.00060 1.35081
532.48000 1.00060 1.35081
532.49000 1.00060 1.35081
532.50000 1.00060 1.35081
532.51000 1.00060 1.35081
532.52000 1.00060 1.35081
532.53000 1.00060 1.35081
532.54000 1.00060 1.35081
532.55000 1.00060 1.35081
532.56000 1.00060 1.35081
532.57000 1.00060 1.35081
532.58000 1.00060 1.35081
532.59000 1.00060 1.35081
532.60000 1.00060 1.35081
532.61000 1.00060 1.35081
532.62000 1.00060 1.35081
532.63000 1.00060 1.35081
532.64000 1.00060 1.35081
532.65000 1.00060 1.35081
532.66000 1.00060 1.35081
532.67000 1.00060 1.35081
532.68000 1.00060 1.35081
532.69000 1.00060 1.35081
532.70000 1.00060 1.35081
532.71000 1.00060 1.35081
532.72000 1.00060 1.35081
532.73000 1.00060 1.35081
532.74000 1.00060 1.35081
532.75000 1.00060 1.35081
532.76000 1.00060 1.35081
532.77000 1.00060 1.35081
532.78000 1.00060 1.35081
532.79000 1.00060 1.35081
532.80000 1.00060 1.35081
532.81000 1.00060 1.35081
532.82000 1.00060 1.35081
532.83000 1.00060 1.35081
532.84000 1.00060 1.35081
532.85000 1.00060 1.35081
532.86000 1.00060 1.35081
532.87000 1.00060 1.35081
532.88000 1.00060 1.35081
532.89000 1.00060 1.35081
532.90000 1.00060 1.35081
532.91000 1.00060 1.35081
532.92000 1.00060 1.35081
532.93000 1.00060 1.35081
532.94000 1.00060 1.35081
532.95000 1.00060 1.35081
532.96000 1.00060 1.35081
532.97000 1.00060 1.35081
532.98000 1.00060 1.35081
532.99000 1.00060 1.35081
533.00000 1.00060 1.35081
533.01000 1.00060 1.35081
533.02000 1.00060 1.35081
533.03000 1.00060 1.35081
533.04000 1.00060 1.35081
533.05000 1.00060 1.35081
533.06000 1.00060 1.35081
533.07000 1.00060 1.35081
533.08000 1.00060 1.35081
533.09000 1.00060 1.35081
533.10000 1.00060 1.35081
533.11000 1.00060 1.35081
533.12000 1.00060 1.35081
533.13000 1.00060 1.35081
533.14000 1.00060 1.35081
533.15000 1.00060 1.35081
533.16000 1.00060 1.35081
533.17000 1.00060 1.35081
533.18000 1.00060 1.35081
533.19000 1.00060 1.35081
533.20000 1.00060 1.35081
533.21000 1.00060 1.35081
533.22000 1.00060 1.35081
533.23000 1.00060 1.35081
533.24000 1.00060 1.35081
533.25000 1.00060 1.35081
533.26000 1.00060 1.35081
533.27000 1.00060 1.35081
533.28000 1.00060 1.35081
533.29000 1.00060 1.35081
533.30000 1.00060 1.35081
533.31000 1.00060 1.35081
533.32000 1.00060 1.35081
533.33000 1.00060 1.35081
533.34000 1.00060 1.35081
533.35000 1.00060 1.35081
533.36000 1.00060 1.35081
533.37000 1.00060 1.35081
533.38000 1.00060 1.35081
533.39000 1.00060 1.35081
533.40000 1.00060 1.35081
533.41000 1.00060 1.35081
533.42000 1.00060 1.35081
533.43000 1.00060 1.35081
533.44000 1.00060 1.35081
533.45000 1.00060 1.35081
533.46000 1.00060 1.35081
533.47000 1.00060 1.35081
533.48000 1.00060 1.35081
533.49000 1.00060 1.35081
533.50000 1.00060 1.35081
533.51000 1.00060 1.35081
533.52000 1.00060 1.35081
533.53000 1.00060 1.35081
533.54000 1.00060 1.35081
533.55000 1.00060 1.35081
533.56000 1.00060 1.35081
533.57000 1.00060 1.35081
533.58000 1.00060 1.35081
533.59000 1.00060 1.35081
533.60000 1.00060 1.35081
533.61000 1.00060 1.35081
533.62000 1.00060 1.35081
533.63000 1.00060 1.35081
533.64000 1.00060 1.35081
533.65000 1.00060 1.35081
533.66000 1.00060 1.35081
533.67000 1.00060 1.35081
533.68000 1.00060 1.35081
533.69000 1.00060 1.35081
533.70000 1.00060 1.35081
533.71000 1.00060 1.35081
533.72000 1.00060 1.35081
533.73000 1.00060 1.35081
533.74000 1.00060 1.35081
533.75000 1.00060 1.35081
533.76000 1.00060 1.35081
533.77000 1.00060 1.35081
533.78000 1.00060 1.35081
533.79000 1.00060 1.35081
533.80000 1.00060 1.35081
533.81000 1.00060 1.35081
533.82000 1.00060 1.35081
533.83000 1.00060 1.35081
533.84000 1.00060 1.35081
533.85000 1.00060 1.35081
533.86000 1.00060 1.35081
533.87000 1.00060 1.35081
533.88000 1.00060 1.35081
533.89000 1.00060 1.35081
533.90000 1.00060 1.35081
533.91000 1.00060 1.35081
533.92000 1.00060 1.35081
533.93000 1.00060 1.35081
533.94000 1.00060 1.35081
533.95000 1.00060 1.35081
533.96000 1.00060 1.35081
533.97000 1.00060 1.35081
533.98000 1.00060 1.35080
533.99000 1.00060 1.35080
534.00000 1.00060 1.35080
534.01000 1.00060 1.35080
534.02000 1.00060 1.35080
534.03000 1.00060 1.35080
534.04000 1.00060 1.35080
534.05000 1.00060 1.35080
534.06000 1.00060 1.35080
534.07000 1.00060 1.35080
534.08000 1.00060 1.35080
534.09000 1.00060 1.35080
534.10000 1.00060 1.35080
534.11000 1.00060 1.35080
534.12000 1.00060 1.35080
534.13000 1.00060 1.35080
534.14000 1.00060 1.35080
534.15000 1.00060 1.35080
534.16000 1.00060 1.35080
534.17000 1.00060 1.35080
534.18000 1.00060 1.35080
534.19000 1.00060 1.35080
534.20000 1.00060 1.35080
534.21000 1.00060 1.35080
534.22000 1.00060 1.35080
534.23000 1.00060 1.35080
534.24000 1.00060 1.35080
534.25000 1.00060 1.35080
534.26000 1.00060 1.35080
534.27000 1.00060 1.35080
534.28000 1.00060 1.35080
534.29000 1.00060 1.35080
534.30000 1.00060 1.35080
534.31000 1.00060 1.35080
534.32000 1.00060 1.35080
534.33000 1.00060 1.35080
534.34000 1.00060 1.35080
534.35000 1.00060 1.35080
534.36000 1.00060 1.35080
534.37000 1.00060 1.35080
534.38000 1.00060 1.35080
534.39000 1.00060 1.35080
534.40000 1.00060 1.35080
534.41000 1.00060 1.35080
534.42000 1.00060 1.35080
534.43000 1.00060 1.35080
534.44000 1.00060 1.35080
534.45000 1.00060 1.35080
534.46000 1.00060 1.35080
534.47000 1.00060 1.35080
534.48000 1.00060 1.35080
534.49000 1.00060 1.35080
534.50000 1.00060 1.35080
534.51000 1.00060 1.35080
534.52000 1.00060 1.35080
534.53000 1.00060 1.35080
534.54000 1.00060 1.35080
534.55000 1.00060 1.35080
534.56000 1.00060 1.35080
534.57000 1.00060 1.35080
534.58000 1.00060 1.35080
534.59000 1.00060 1.35080
534.60000 1.00060 1.35080
534.61000 1.00060 1.35080
534.62000 1.00060 1.35080
534.63000 1.00060 1.35080
534.64000 1.00060 1.35080
534.65000 1.00060 1.35080
534.66000 1.00060 1.35080
534.67000 1.00060 1.35080
534.68000 1.00060 1.35080
534.69000 1.00060 1.35080
534.70000 1.00060 1.35080
534.71000 1.00060 1.35080
534.72000 1.00060 1.35080
534.73000 1.00060 1.35080
534.74000 1.00060 1.35080
534.75000 1.00060 1.35080
534.76000 1.00060 1.35080
534.77000 1.00060 1.35080
534.78000 1.00060 1.35080
534.79000 1.00060 1.35080
534.80000 1.00060 1.35080
534.81000 1.00060 1.35080
534.82000 1.00060 1.35080
534.83000 1.00060 1.35080
534.84000 1.00060 1.35080
